BrefID,SortDate,BibLvlCode,StandardTitle,RefStrFull,AbstractEnglish,Refstringauthors,WoScode,FullAut,Affiliation,DOI,ownDOI,spcolNames,GeoTerms,TaxTerms,ThesTerms,OtherTerms,AuthorKeywords,DocType,LitStyles,ThesisDegree
254622,2016,AS,A promising future for integrative biodiversity research: an increased role of scale-dependency and functional biology,"<b>Price, S.A.; Schmitz, L.</b> (2016). A promising future for integrative biodiversity research: an increased role of scale-dependency and functional biology. <i>Phil. Trans. R. Soc. Lond. (B Biol. Sci.) 371(1691)</i>: 1-9. <a href=""https://hdl.handle.net/10.1098/rstb.2015.0228"" target=""_blank"">https://hdl.handle.net/10.1098/rstb.2015.0228</a>","Studies into the complex interaction between an organism and changes to its biotic and abiotic environment are fundamental to understanding what regulates biodiversity. These investigations occur at many phylogenetic, temporal and spatial scales and within a variety of biological and geological disciplines but often in relative isolation. This issue focuses on what can be achieved when ecological mechanisms are integrated into analyses of deep-time biodiversity patterns through the union of fossil and extant data and methods. We expand upon this perspective to argue that, given its direct relevance to the current biodiversity crisis, greater integration is needed across biodiversity research. We focus on the need to understand scaling effects, how lower-level ecological and evolutionary processes scale up and vice versa, and the importance of incorporating functional biology. Placing function at the core of biodiversity research is fundamental, as it establishes how an organism interacts with its abiotic and biotic environment and it is functional diversity that ultimately determines important ecosystem processes. To achieve full integration, concerted and ongoing efforts are needed to build a united and interactive community of biodiversity researchers, with education and interdisciplinary training at its heart.","Price, S.A.; Schmitz, L.",WOS:000374436100011,"Price, S.A.","Univ Calif Davis, Dept Ecol & Evolut, 1 Shields Ave, Davis, CA 95616 USA.",https://hdl.handle.net/10.1098/rstb.2015.0228,NULL,"European Oceanographic Biogeographic Information System (EurOBIS) acknowledged, ""LifeWatch Species Information Backbone""",NULL,NULL,Biodiversity,NULL,Functional biology; Scale-dependency; Ecomorphology; Macroevolution,Journal article,NULL,NULL
254626,2016,AS,Modelling climate change effects on benthos: distributional shifts in the North Sea from 2001 to 2099,"<b>Weinert, M.; Mathis, M.; Kröncke, I.; Neumann, H.; Pohlmann, T.; Reiss, H.</b> (2016). Modelling climate change effects on benthos: distributional shifts in the North Sea from 2001 to 2099. <i>Est., Coast. and Shelf Sci. 175</i>: 157-168. <a href=""https://hdl.handle.net/10.1016/j.ecss.2016.03.024"" target=""_blank"">https://hdl.handle.net/10.1016/j.ecss.2016.03.024</a>","In the marine realm, climate change can affect a variety of physico-chemical properties with wide-ranging biological effects, but the knowledge of how climate change affects benthic distributions is limited and mainly restricted to coastal environments. To project the response of benthic species of a shelf sea (North Sea) to the expected climate change, the distributions of 75 marine benthic species were modelled and the spatial changes in distribution were projected for 2099 based on modelled bottom temperature and salinity changes using the IPCC scenario A1B. Mean bottom temperature was projected to increase between 0.15 and 5.4 °C, while mean bottom salinity was projected to moderately increase by 1.7. The spatial changes in species distribution were modelled with Maxent and the direction and extent of these changes were assessed. The results showed a latitudinal northward shift for 64% of the species (maximum 109 km; brittle star <em>Ophiothrix fragilis</em>) and a southward shift for 36% (maximum 101 km; hermit crab <em>Pagurus prideaux</em> and the associated cloak anemone <em>Adamsia carciniopados</em>; 105 km). The relatively low rates of distributional shifts compared to fish or plankton species were probably influenced by the regional topography. The environmental gradients in the central North Sea along the 50 m depth contour might act as a ‘barrier’, possibly resulting in a compression of distribution range and hampering further shifts to the north. For 49 species this resulted in a habitat loss up to 100%, while only 11 species could benefit from the warming in terms of habitat gain. Particularly the benthic communities of the southern North Sea, where the strongest temperature increase was projected, would be strongly affected by the distributional changes, since key species showed northward shifts and high rates of habitat loss, with potential ramifications for the functioning of the ecosystem.","Weinert, M.; Mathis, M.; Kröncke, I.; Neumann, H.; Pohlmann, T.; Reiss, H.",WOS:000377311100016,"Neumann, Hermann, H.",NULL,https://hdl.handle.net/10.1016/j.ecss.2016.03.024,NULL,"European Oceanographic Biogeographic Information System (EurOBIS) acknowledged, ""LifeWatch Species Information Backbone""",NULL,NULL,NULL,Macrofauna,Biogeographical shifts; Maximum entropy (Maxen); Climate change scenarios; Macrofauna; Species distribution models; Projections ,Journal article,NULL,NULL
254656,2013,AS,Applying distribution model projections for an uncertain future: the case of the Pacific oyster in UK waters,"<b>Jones, M.C.; Dye, S.R.; Pinnegar, J.K.; Warren, R.; Cheung, W.W.L.</b> (2013). Applying distribution model projections for an uncertain future: the case of the Pacific oyster in UK waters. <i>Aquat. Conserv. 23(5)</i>: 710-722. <a href=""https://hdl.handle.net/10.1002/aqc.2364"" target=""_blank"">https://hdl.handle.net/10.1002/aqc.2364</a>","    The inherent complexity of the environment is such that attempts to model it must operate under simplifications and assumptions. Considering predictions from alternative models, with a range of assumptions and data requirements, therefore provides a more robust approach.    The intractability and uncertainty resulting from a suite of predictions may hinder the application of science in policy, where a single prediction with little ambiguity or uncertainty would be most desirable. Few studies modelling species' distributions attempt to present multi-model outputs in a format most useful to the non-modelling community, and none of these have done so for the marine environment.    The problem of uncertainty is particularly prevalent in predicting the distribution of invasive alien species under climate change. As invasive alien species are one of the main drivers of biodiversity loss and may incur significant economic costs, the benefit of applying predictions to highlight areas of possible establishment and inform policy and management may be large.    An ensemble prediction is used to assess the distribution of suitable habitat for the Pacific oyster, Crassostrea gigas, in UK waters both currently and in the future. The ensemble incorporates predictions from three species distribution models, using data from two global climate models. A method is developed highlighting the agreement of the ensemble, further applying threshold values to retain information from constituent predictions in the final map of agreement.    Ensemble predictions made here suggest that Pacific oyster will experience an opening of suitable habitat in northern UK waters, reaching the Faroe Islands and the eastern Norwegian Sea by 2050. Habitat suitability will increase with warming temperatures in the English Channel and Central North Sea for this species. The approaches applied here can be incorporated into risk assessment frameworks for invasive species, as stipulated in the Convention on Biological Diversity.","Jones, M.C.; Dye, S.R.; Pinnegar, J.K.; Warren, R.; Cheung, W.W.L.",WOS:000325228300007,"Jones, Miranda, M.C.","Univ E Anglia, Sch Environm Sci, Norwich NR4 7TJ, Norfolk, England.",https://hdl.handle.net/10.1002/aqc.2364,NULL,"EUROBIS ackn - indirect use, ""European Oceanographic Biogeographic Information System (EurOBIS) acknowledged"", ""LifeWatch Species Information Backbone""",NULL,NULL,NULL,NULL,    ocean;distribution;habitat mapping;invertebrates;alien species;climate change,Journal article,NULL,NULL
254675,2012,AS,First record of <i>Scalibregma celticum</i> (Annelida: Polychaeta: Scalibregmatidae) in Italian marine waters,"<b>Lomiri, S.; Vani, D.; Tomassetti, P.; Trabucco, B.; Maggi, C.; Nonnis, O.</b> (2012). First record of <i>Scalibregma celticum</i> (Annelida: Polychaeta: Scalibregmatidae) in Italian marine waters. <i>Marine Biodiversity Records 5</i>: e12. <a href=""https://hdl.handle.net/10.1017/S175526721100100X"" target=""_blank"">https://hdl.handle.net/10.1017/S175526721100100X</a>","The polychaete <i>Scalibregma celticum</i> was recorded for the first time along the western Italian coast (Mediterranean Sea). A survey was carried out in February 2009 off the Sardinia north-east coast. Six individuals of <i>S. celticum</i> were collected at 40 m depth on a sandy substratum. In the present study they are described, pointing out the difference between <i>S. celticum</i> and <i>S. inflatum</i> a species more common along the Italian coast.","Lomiri, S.; Vani, D.; Tomassetti, P.; Trabucco, B.; Maggi, C.; Nonnis, O.",NULL,"Trabucco, Benedetta, B.",NULL,https://hdl.handle.net/10.1017/S175526721100100X,NULL,"EUROBIS ackn - indirect use, ""European Oceanographic Biogeographic Information System (EurOBIS) acknowledged"", ""LifeWatch Species Information Backbone"", ""World Register of Marine Species (WoRMS) acknowledged"", ""WoRMS ackn - direct reference""",NULL,NULL,NULL,NULL,    Scalibregma celticum; Scalibregmatidae; Tyrrhenian Sea; Mediterranean Sea,Journal article,NULL,NULL
254681,2012,AS,High connectivity among habitats precludes the relationship between dispersal and range size in tropical reef fishes,"<b>Mora, C.; Treml, E.A.; Roberts, J.; Crosby, K.; Roy, D.; Tittensor, D.P.</b> (2012). High connectivity among habitats precludes the relationship between dispersal and range size in tropical reef fishes. <i>Ecography 35(1)</i>: 89-96. <a href=""https://hdl.handle.net/10.1111/j.1600-0587.2011.06874.x"" target=""_blank"">https://hdl.handle.net/10.1111/j.1600-0587.2011.06874.x</a>","The hypothesis that pelagic larval duration (PLD) influences range size in marine species with a benthic adult stage and a pelagic larval period is intuitively attractive; yet, studies conducted to date have failed to support it. A possibility for the lack of a relationship between PLD and range size may stem from the failure of past studies to account for the effect of species evolutionary ages, which may add to the dispersal capabilities of species. However, if dispersal over ecological (i.e. PLD) and across evolutionary (i.e. species evolutionary age) time scales continues to show no effect on range size then an outstanding question is why? Here we collected data on PLD, evolutionary ages and range sizes of seven tropical fish families (five families were reef-associated and two have dwell demersal habitats) to explore the independent and interactive effects of PLD and evolutionary age on range size. Separate analyses on each family showed that even after controlling for evolutionary age, PLD has an insignificant or a very small effect on range size. To shed light on why dispersal has such a limited effect on range size, we developed a global ocean circulation model to quantify the connectivity among tropical reefs relative to the potential dispersal conferred by PLD. We found that although there are several areas of great isolation in the tropical oceans, most reef habitats are within the reach of most species given their PLDs. These results suggest that the lack of habitat isolation can potentially render the constraining effect of dispersal on range size insignificant and explain why dispersal does not relate to range size in reef fishes.","Mora, C.; Treml, E.A.; Roberts, J.; Crosby, K.; Roy, D.; Tittensor, D.P.",WOS:000298915300011,"Mora, Camilo, C.","Dalhousie Univ, Dept Biol, Halifax, NS B3H 4J1, Canada.",https://hdl.handle.net/10.1111/j.1600-0587.2011.06874.x,NULL,"EUROBIS ackn - indirect use, ""European Oceanographic Biogeographic Information System (EurOBIS) acknowledged"", ""LifeWatch Species Information Backbone""",NULL,NULL,NULL,NULL,NULL,Journal article,NULL,NULL
254719,2012,AS,Global marine plankton functional type biomass distributions: <i>Phaeocystis</i> spp.,"<b>Vogt, M.; O'Brien, C.; Peloquin, J.; Schoemann, V.; Breton, E.; Estrada, M.; Gibson, J.; Karentz, D.; Van Leeuwe, M.A.; Stefels, J.; Widdicombe, C.; Peperzak, L.</b> (2012). Global marine plankton functional type biomass distributions: <i>Phaeocystis</i> spp. <i>ESSD 4(1)</i>: 107-120. <a href=""https://hdl.handle.net/10.5194/essd-4-107-2012"" target=""_blank"">https://hdl.handle.net/10.5194/essd-4-107-2012</a>","The planktonic haptophyte <i>Phaeocystis</i> has been suggested to play a fundamental role in the global biogeochemical cycling of carbon and sulphur, but little is known about its global biomass distribution. We have collected global microscopy data of the genus <i>Phaeocystis</i> and converted abundance data to carbon biomass using species-specific carbon conversion factors. Microscopic counts of single-celled and colonial <i>Phaeocystis</i> were obtained both through the mining of online databases and by accepting direct submissions (both published and unpublished) from <i>Phaeocystis</i> specialists. We recorded abundance data from a total of 1595 depth-resolved stations sampled between 1955–2009. The quality-controlled dataset includes 5057 counts of individual <i>Phaeocystis</i> cells resolved to species level and information regarding life-stages from 3526 samples. 83% of stations were located in the Northern Hemisphere while 17% were located in the Southern Hemisphere. Most data were located in the latitude range of 50–70° N. While the seasonal distribution of Northern Hemisphere data was well-balanced, Southern Hemisphere data was biased towards summer months. Mean species- and form-specific cell diameters were determined from previously published studies. Cell diameters were used to calculate the cellular biovolume of <i>Phaeocystis</i> cells, assuming spherical geometry. Cell biomass was calculated using a carbon conversion factor for prymnesiophytes. For colonies, the number of cells per colony was derived from the colony volume. Cell numbers were then converted to carbon concentrations. An estimation of colonial mucus carbon was included a posteriori, assuming a mean colony size for each species. Carbon content per cell ranged from 9 pg C cell<sup>-1</sup> (single-celled <i>Phaeocystis antarctica</i>) to 29 pg C cell<sup>-1</sup> (colonial <i>Phaeocystis globosa</i>). Non-zero <i>Phaeocystis</i> cell biomasses (without mucus carbon) range from 2.9 × 10<sup>-5</sup> to 5.4 × 10<sup>3</sup> µg C l<sup>-1</sup>, with a mean of 45.7 µg C l<sup>-1</sup> and a median of 3.0 µg C l<sup>-1</sup>. The highest biomasses occur in the Southern Ocean below 70° S (up to 783.9 µg C l<sup>-1</sup>) and in the North Atlantic around 50° N (up to 5.4 × 10<sup>3</sup> µg C l<sup>-1</sup>). The original and gridded data can be downloaded from PANGAEA, doi:10.1594/PANGAEA.779101.","Vogt, M.; O'Brien, C.; Peloquin, J.; Schoemann, V.; Breton, E.; Estrada, M.; Gibson, J.; Karentz, D.; Van Leeuwe, M.A.; Stefels, J.; Widdicombe, C.; Peperzak, L.",WOS:000209415300010,"Vogt, M.","Inst Biogeochem & Pollutant Dynam, CH-8092 Zurich, Switzerland.",https://hdl.handle.net/10.5194/essd-4-107-2012,NULL,"EUROBIS ackn - indirect use, ""European Oceanographic Biogeographic Information System (EurOBIS) acknowledged"", ""LifeWatch Species Information Backbone""",NULL,NULL,NULL,NULL,NULL,Data paper,NULL,NULL
254728,2013,M,Ocean sampling day handbook,"<b>ten Hoopen, P.; Cochrane, G.</b> (2013). Ocean sampling day handbook. Deliverable 4.3. Marine Microbial Biodiversity, Bioinformatics and Biotechnology: [s.l.].  48 + annexes pp.",NULL,"ten Hoopen, P.; Cochrane, G.",NULL,"ten Hoopen, Petra, P.",NULL,NULL,NULL,"EUROBIS ackn - indirect use, ""European Oceanographic Biogeographic Information System (EurOBIS) acknowledged"", ""LifeWatch Species Information Backbone"", ""Marine Regions acknowledged"", ""World Register of Marine Species (WoRMS) acknowledged"", ""WoRMS ackn - direct reference""",NULL,NULL,NULL,NULL,NULL,Book/Monograph,NULL,NULL
254764,2013,AM,Aspects of global distribution of six marine bivalve mollusc families,"<b>Saeedi, H.; Costello, M.J.</b> (2013). Aspects of global distribution of six marine bivalve mollusc families, <b><i>in</i></b>: da Costa González, F. (Ed.) <i>Clam fisheries and aquaculture.</i> pp. 27-44",NULL,"Saeedi, H.; Costello, M.J.",NULL,"Costello, M.J.",NULL,NULL,NULL,"EUROBIS ackn - indirect use, ""European Oceanographic Biogeographic Information System (EurOBIS) acknowledged"", ""LifeWatch Species Information Backbone"", ""World Register of Marine Species (WoRMS) acknowledged"", ""WoRMS ackn - direct reference""",NULL,NULL,NULL,NULL,NULL,Book chapters,NULL,NULL
254841,2013,M,Echinoderm research and diversity in Latin America,"<b>Alvarado, J.J.; Solís-Marín, F.A.</b> (2013). Echinoderm research and diversity in Latin America. Springer-Verlag: Berlin, Heidelberg. ISBN 978-3-642-20050-2. XVIII, 658 pp. <a href=""https://hdl.handle.net/10.1007/978-3-642-20051-9"" target=""_blank"">https://hdl.handle.net/10.1007/978-3-642-20051-9</a>",NULL,"Alvarado, J.J.; Solís-Marín, F.A.",NULL,"Alvarado, Juan José, J.J.",NULL,https://hdl.handle.net/10.1007/978-3-642-20051-9,NULL,"LifeWatch Species Information Backbone, ""World Register of Marine Species (WoRMS) acknowledged"", ""WoRMS ackn - direct reference""",NULL,NULL,NULL,NULL,NULL,Book/Monograph,NULL,NULL
254887,2012,MS,"Report of the Working Group on Biodiversity Science (WGBIODIV), 30 January – 3 February 2012, Nantes, France","(2012). Report of the Working Group on Biodiversity Science (WGBIODIV), 30 January – 3 February 2012, Nantes, France. <i>CM Documents - ICES</i>, CM 2012(SSGEF:02). International Council for the Exploration of the Sea: Copenhagen.  93 + annexes pp.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"LifeWatch Species Information Backbone, ""World Register of Marine Species (WoRMS) acknowledged"", ""WoRMS ackn - direct reference""",NULL,NULL,NULL,NULL,NULL,Reports,NULL,NULL
