BrefID,SortDate,BibLvlCode,StandardTitle,RefStrFull,AbstractEnglish,Refstringauthors,WoScode,FullAut,Affiliation,DOI,ownDOI,spcolNames,GeoTerms,TaxTerms,ThesTerms,OtherTerms,AuthorKeywords,DocType,LitStyles,ThesisDegree
332855,2020,AS,Obituary: Alexander Vladimirovich Rzhavsky (1959–2018),"<b>Kupriyanova, E.</b> (2020). Obituary: Alexander Vladimirovich Rzhavsky (1959–2018). <i>Zoosymposia 19(1)</i>: 33-40. <a href=""https://hdl.handle.net/10.11646/zoosymposia.19.1.8"" target=""_blank"">https://hdl.handle.net/10.11646/zoosymposia.19.1.8</a>","Alexander (or Sasha as he was known and preferred to be addressed by his friends) Rzhavsky was born in Moscow, then USSR on 25 August 1959, which means he would have turned 60 soon after the 13<sup>th</sup> International Polychaete Conference held in Long Beach in August 2019. He was one of those “natural born biologists” whose keen interest in biology became obvious when he was still a child and this interest developed into both profession and life-time passion. In 1976 Alexander graduated from one of the high schools in Moscow that had a specialization in biology and a year later he started his undergraduate studies at Biological Faculty of Moscow Lomonosov State University. He started doing research at the Department of Zoology and Comparative Anatomy of Invertebrates as an undergraduate and that was the time when his scientific interests were determined, as both his Honors and Master’s projects were dedicated to polychaetes, the animals Sasha continued to study for the rest of his life. His diploma thesis was entitled “Ecology of <em>Janua </em>(<em>Dexiospira</em>)<em> nipponica </em>and <em>J. </em>(<em>D.</em>)<em> alveolata </em>(Polychaeta, Spirorbidae) near the southern shore of the Primorye and the morphology of their tubes”. Based on the results of these student projects Alexander published his first two research papers.","Kupriyanova, E.",NULL,"Kupriyanova, Elena, E.",NULL,https://hdl.handle.net/10.11646/zoosymposia.19.1.8,NULL,"LifeWatch Species Information Backbone, ""World Register of Marine Species (WoRMS) acknowledged"", ""WoRMS ackn - direct reference""",NULL,NULL,NULL,NULL,NULL,Journal article,NULL,NULL
332857,2020,AM,Diatoms in tsunami deposits,"<b>Dura, T.; Hemphill-Haley, E.</b> (2020). Diatoms in tsunami deposits, <b><i>in</i></b>: Engel, M. <i>et al.</i> <i>Geological records of tsunamis and other extreme waves.</i> pp. 291-322. <a href=""https://hdl.handle.net/10.1016/b978-0-12-815686-5.00014-6"" target=""_blank"">https://hdl.handle.net/10.1016/b978-0-12-815686-5.00014-6</a>","Diatoms found within widespread sand beds deposited by tsunamis provide the framework for some of the most detailed historical and long-term (centuries to millennia) earthquake and tsunami reconstructions. In this chapter, we explore how the salinity preferences, life forms, and valve structures of diatoms are particularly useful for identifying tsunami sands within a variety of low-energy coastal environments around the world. We discuss the highly variable “signature” of diatoms within tsunami deposits and describe instances where clearly anomalous, allochthonous marine and brackish diatoms within tsunami deposits help support a marine incursion. We highlight how the fragmentation and sorting of diatom valves may provide evidence of high-energy transport during the rapid, turbulent flow of a tsunami; the potential use of diatoms to estimate tsunami runup beyond the landward limit of sedimentation; and the challenges in differentiating tsunami from storm deposits using diatoms.","Dura, T.; Hemphill-Haley, E.",NULL,"Hemphill-Haley, Eileen, E.",NULL,https://hdl.handle.net/10.1016/b978-0-12-815686-5.00014-6,NULL,"LifeWatch Species Information Backbone, ""World Register of Marine Species (WoRMS) acknowledged"", ""WoRMS ackn - direct reference""",NULL,NULL,NULL,NULL,Diatom field and laboratory methods; Diatom paleoecology; Diatom taxonomy; subduction zone paleoseismology; Tsunami deposits; Tsunami geology,Book chapters,NULL,NULL
332858,2020,AS,Phytoplankton distribution in Mar Menor coastal lagoon (SE Spain) during 2017,"<b>Soria, J.; Caniego, G.; Hernández-Sáez, N.; Dominguez-Gomez, J.A.; Erena, M.</b> (2020). Phytoplankton distribution in Mar Menor coastal lagoon (SE Spain) during 2017. <i>J. Mar. Sci. Eng. 8(8)</i>: 600. <a href=""https://hdl.handle.net/10.3390/jmse8080600"" target=""_blank"">https://hdl.handle.net/10.3390/jmse8080600</a>","The Mar Menor is a Spanish coastal lagoon of great ecological and economic interest. The agricultural and tourist activities developed in the surroundings of the lagoon, together with the modifications in its channels of connection with the Mediterranean Sea, have notably affected the quality of its waters, which is altering the natural balance of the ecosystem. In this work, an analysis of the density of phytoplankton present in the lagoon between the months of May to December 2017 was carried out. The results indicate a significant increase in phytoplankton density between 2500 and 67,300 cells/mL compared to previous data of 1981 (between 10 and 500 cells/mL). Concentration of Chlorophyll-a arrives to 13 µg/L and transparency of water reduces to 1.3 m according to Secchi disk depth. The presence of Chlorophyceae, Chrysophyceae, and nanoplanktonic Cryptophyceae stands out, while species diversity drops significantly. Observing the evolution of the lagoon, we can deduce that eutrophication process could increase. To avoid this, it would be necessary to implement control measures for the use of fertilizers in nearby growing areas and to study water treatment techniques to reduce nitrogen inputs so that phytoplankton densities can decrease.","Soria, J.; Caniego, G.; Hernández-Sáez, N.; Dominguez-Gomez, J.A.; Erena, M.",WOS:000564595400001,"Soria, Juan, J.",NULL,https://hdl.handle.net/10.3390/jmse8080600,NULL,"LifeWatch Species Information Backbone, ""World Register of Marine Species (WoRMS) acknowledged"", ""WoRMS ackn - direct reference""",NULL,NULL,NULL,NULL,coastal lagoon; phytoplankton; eutrophication; nanoplanktonic algae,Journal article,NULL,NULL
332860,2020,AS,Response of planktonic copepods of the White Sea to the water salinity changes in acute and chronic experiments,"<b>Martynova, D.M.; Ivankovich, Y.V.</b> (2020). Response of planktonic copepods of the White Sea to the water salinity changes in acute and chronic experiments. <i>Transformat︠s︡ii︠a︡ ėkosistem 3(4)</i>: 132-146",NULL,"Martynova, D.M.; Ivankovich, Y.V.",NULL,"Martynova, Daria, D.M.",NULL,NULL,NULL,"LifeWatch Species Information Backbone, ""World Register of Marine Species (WoRMS) acknowledged"", ""WoRMS ackn - direct reference""",NULL,"Calanus, ""Metridia"", ""Oithona"", ""Pseudocalanus"", ""Triconia""",NULL,NULL,"salinity tolerance, epipelagic copepods, mesopelagic copepods, Calanus, Pseudocalanus, Metridia, Triconia, Oithona",Journal article,NULL,NULL
332861,2020,AS,"Lista taxonómica de invertebrados bentónicos marinos de Arequipa, Perú","<b>Valdivia-Chavez, D.; Santamaría, J.; Campos-León, S.; Carbajal, P.; Barriga, E.; Clemente, S.; Galecio, Z.; Kameya, A.</b> (2020). Lista taxonómica de invertebrados bentónicos marinos de Arequipa, Perú. <i>Bol. Inst. Mar Perú 35(2)</i>: 378-395","We present a list of 174 species of benthic invertebrates, collected along the Arequipean coast between 2014 and 2019. These species correspond to 4 Phyla, 11 Classes, 104 Families, and 128 Genera. The list is made up of 22 annelids, 57 arthropods, 81 mollusks, and 14 echinoderms, whose nomenclature and classification are consistent with recent changes in the World Register of Marine Species (WoRMS).","Valdivia-Chavez, D.; Santamaría, J.; Campos-León, S.; Carbajal, P.; Barriga, E.; Clemente, S.; Galecio, Z.; Kameya, A.",NULL,"Valdivia-Chavez, Deysi, D.",NULL,NULL,NULL,"LifeWatch Species Information Backbone, ""World Register of Marine Species (WoRMS) acknowledged"", ""WoRMS ackn - direct reference""",NULL,NULL,NULL,NULL,taxonomic list; benthic invertebrates; Arequipa,Journal article,NULL,NULL
332862,2021,AS,Biogeography of polychaete worms (Annelida) of the world,"<b>Pamungkas, J.; Glasby, C.J.; Costello, M.J.</b> (2021). Biogeography of polychaete worms (Annelida) of the world. <i>Mar. Ecol. Prog. Ser. 657</i>: 147-159. <a href=""https://hdl.handle.net/10.3354/meps13531"" target=""_blank"">https://hdl.handle.net/10.3354/meps13531</a>","The global biogeography of polychaete worms has never been assessed previously. In the present study, we studied the world distribution patterns of polychaetes based on datasets obtained from the Global Biodiversity Information Facility, the Ocean Biogeographic Information System and our recently published checklist of Indonesian polychaete species. Polychaete biogeographic regions were visualized using ‘Infomap Bioregions’, and the latitudinal species richness gradient of the animals was examined using 3 metrics, i.e. alpha, gamma and estimated species richness (the last metric was adjusted for sampling bias). We identified 11 major polychaete biogeographic regions. The North Atlantic, Australia and Indonesia were the top 3 species-rich biogeographic regions in the world. The total number of polychaete species was higher in the southern hemisphere (~2100 species, 67 families) than in the northern hemisphere (~1800 species, 75 families) despite significantly more data in the latter (>500000 records compared to >26000 records). Contrary to the classical idea of a unimodal distribution pattern, the latitudinal gradient of polychaetes was generally bimodal with a pronounced dip north of the Equator (15°N). We suggest that the slightly higher peak of species richness in the southern (30°S) than in the northern (60°N) hemisphere reflects higher southern endemicities. These patterns are unlikely to be due to sampling bias but rather represent a natural phenomenon, and we found them most significantly correlated with sea temperature.","Pamungkas, J.; Glasby, C.J.; Costello, M.J.",WOS:000621345300010,"Pamungkas, Joko, J.",NULL,https://hdl.handle.net/10.3354/meps13531,NULL,"LifeWatch Species Information Backbone, ""World Register of Marine Species (WoRMS) acknowledged"", ""WoRMS ackn - direct reference""",NULL,Polychaeta,NULL,NULL,Global distribution · Latitudinal diversity gradient · Endemicity · Biodiversity · Polychaeta,Journal article,NULL,NULL
332863,2021,AS,Retrospective analysis of phytoplankton community structure in water bodies of South Ural (Russia),"<b>Kostryukova, A.; Mashkova, I.; Shchelkanova, E.; Trofimenko, V.</b> (2021). Retrospective analysis of phytoplankton community structure in water bodies of South Ural (Russia). <i>IOP Conference Series: Earth and Environmental Science 626</i>: 012008. <a href=""https://hdl.handle.net/10.1088/1755-1315/626/1/012008"" target=""_blank"">https://hdl.handle.net/10.1088/1755-1315/626/1/012008</a>","The current paper considers changes of phytoplankton community structure in three South Ural (Russia) water bodies different in trophicity: Lake Uvildy, Lake Ilmenskoe, and Shershnevskoe Reservoir. There is no clear relation between the changes of species structure of phytoplankton communities and water-bodies trophicity. The least significant changes in the phytoplankton community structure are registered for the mesoeutrophic Lake Ilmenskoe, which is located on the territory of the State Reserve. Diatomic, green and blue-green algae groups are the most diverse in composition in the studied periods of 1936-1937, 1964-1984 and 1998-2016. But for the last 20 years, Cyanophyta has increased its contribution into the phytoplankton number and biomass of Lake Ilmenskoe. The representatives of the <i>Bacillariophyta</i> group dominate in oligotrophic Lake Uvildy. In 1965-1985, the <i>Chlorophyta</i> group was the most abundant in Shershnevskoe reservoir (34 % of the total number of species), <i>Bacillariophyta</i> -32 % and <i>Cyanophyta</i> – 18 %. In 2003-2005 and 2017 the number of green algae increased (<i>Chlorophyta</i> – 40 %) and that of diatoms decreased (<i>Bacillariophyta</i> -21%) with the number of blue-green algae being unchanged (<i>Cyanophyta</i> -19 %). The ecological status of the Shershenevskoe Reservoir has transformed from a long-term sustainable mesotrophic to eutrophic. So, for oligotrophic lake Uvildy and mesoeutrophic lake Ilmenskoe, <i>Bacillariophyta</i> group is characterized by the greatest taxonomic diversity. While for eutrophic Shershnevskoe Reservoir the absolute abundance of <i>Chlorophyta</i> algae group is marked, which is growing in time. The growing importance of blue-green algae is one more feature of the change of a trophic status.","Kostryukova, A.; Mashkova, I.; Shchelkanova, E.; Trofimenko, V.",NULL,"Kostryukova, A.",NULL,https://hdl.handle.net/10.1088/1755-1315/626/1/012008,NULL,"LifeWatch Species Information Backbone, ""World Register of Marine Species (WoRMS) acknowledged"", ""WoRMS ackn - direct reference""",NULL,NULL,NULL,NULL,NULL,Journal article,NULL,NULL
332864,2021,AS,Where did Christopher Columbus start?: The estuarine scenario of a historical date,"<b>Arroyo, M.; Ruiz, F.; Campos, J.M.; Bermejo, J.; González-Regalado, M.L.; Vidal, J.R.; Cáceres, L.M.; Olías, M.; Abad, M.; Izquierdo, T.; Gómez, P.; Toscano, A.; Romero, V.; Gómez, G.</b> (2021). Where did Christopher Columbus start?: The estuarine scenario of a historical date. <i>Est., Coast. and Shelf Sci. 250</i>: 107162. <a href=""https://hdl.handle.net/10.1016/j.ecss.2020.107162"" target=""_blank"">https://hdl.handle.net/10.1016/j.ecss.2020.107162</a>","On August 3, 1492, Christopher Columbus departed from the port of Palos de la Frontera, located in a small cove in southwestern Spain, and returned to this same port on March 15, 1493. On the basis of sedimentology, geochemistry, paleontology and dating of a long core (18 m) collected in this cove, thirteen facies are distinguished in the Neogene-Holocene evolution of its sedimentary infilling, with a transition from Miocene marine environments to Late Holocene marshes, going through an intermediate period that includes fluvial gravels, alluvial sediments and shallow coastal deposits that characterize the maximum of the Fladrian transgression in this area (~6.5 cal kyr BP). These data and others contributed by historical sources allow an approximate reconstruction of this cove at the end of the 15th century.","Arroyo, M.; Ruiz, F.; Campos, J.M.; Bermejo, J.; González-Regalado, M.L.; Vidal, J.R.; Cáceres, L.M.; Olías, M.; Abad, M.; Izquierdo, T.; Gómez, P.; Toscano, A.; Romero, V.; Gómez, G.",WOS:000620817400003,"Arroyo, Marta, M.",NULL,https://hdl.handle.net/10.1016/j.ecss.2020.107162,NULL,"LifeWatch Species Information Backbone, ""World Register of Marine Species (WoRMS) acknowledged"", ""WoRMS ackn - direct reference""",NULL,NULL,NULL,NULL,Christopher Columbus; Port of Palos de la frontera; Miocene-Holocene infilling; Paleoenvironmental reconstruction,Journal article,NULL,NULL
332865,2020,AS,"El género <i>Caecijaera</i> Menzies, 1951 (Isopoda, Janiridae), en Cuba: un viejo dilema resuelto","<b>Ortiz, M.</b> (2020). El género <i>Caecijaera</i> Menzies, 1951 (Isopoda, Janiridae), en Cuba: un viejo dilema resuelto. <i>Rev. Invest. Mar. 40(2)</i>: 83-91","In the present work, the three species of Asellote isopods of the genus <em>Caecijaera</em>, Menzies, 1951 recorded for Cuba are compared. Initially, <em>C. cojimarensis </em>Ortiz y Lalana 1993 from a submerged piece of wood, was described in the northwestern region of Cuba. Several years later, other specimens were collected during the Cuba-USA expedition, aboard the R / V <em>Ulises</em>, in the Sabana-Camagüey Archipelago, which were erroneously classified as <em>C. horvathi</em> Menzies, 1951, a typical species from California. Given the lack of new collections, the fact that we have doubted that <em>C, horvathi</em>, has appeared in Cuba, as well as the comparison between species and the dichotomous key, for its identification, have allowed us to conclude that <em>C. cojimarensis</em>, is the only species present in the country. Also, there is not enough evidence to justify the record of <em>C. horvathi</em>, a species of the American Pacific, in Cuban waters.","Ortiz, M.",NULL,"Ortiz, Manuel, M.",NULL,NULL,NULL,"LifeWatch Species Information Backbone, ""World Register of Marine Species (WoRMS) acknowledged"", ""WoRMS ackn - direct reference""",NULL,"Caecijaera, ""Janiridae""",NULL,NULL,"Taxonomy, Caecijaera, Janiridae, Cuban isopods",Journal article,NULL,NULL
332866,2020,AS,Comunidades de foraminíferos bentónicos en los arrecifes coralinos del archipiélago Jardines de la Reina,"<b>Núñez-Luis, J.Y.; Maceda, S.L.</b> (2020). Comunidades de foraminíferos bentónicos en los arrecifes coralinos del archipiélago Jardines de la Reina. <i>Rev. Invest. Mar. 40(2)</i>: 11-25","Coral reefs are increasingly endangered because of local anthropogenic impacts and the effects of global climate change. Therefore, it is vitally important to have biological indicators that give an idea of these ecosystems’ health. Recent benthic foraminifera are microorganisms that have been widely used for this purpose worldwide, either by the analysis of foraminifera communities or through the FoRAM Index. Jardines de la Reina archipelago, as study area, is far from human settlements; thus, it represents a good opportunity to assess this ecosystem’s resilience to climate change impacts. A total of 3038 individuals were counted in the studied sites, which were identified to the lowest possible taxon, registering 44 species and 24 genera. The most abundant species were <em>Rotorbinella rosea</em> and <em>Archaias angulatus</em>. According to the results obtained in the FoRAM Index, water quality is generally good, although in the area east of Caballones, small heterotrophs dominate over the foraminifera group that hosts symbionts.","Núñez-Luis, J.Y.; Maceda, S.L.",NULL,"Núñez-Luis, Jazmin, J.Y.",NULL,NULL,NULL,"LifeWatch Species Information Backbone, ""World Register of Marine Species (WoRMS) acknowledged"", ""WoRMS ackn - direct reference""",NULL,Foraminifera,NULL,NULL,"foraminifera, incators, Jardines de la Reina, FoRAM Index",Journal article,NULL,NULL
