,BrefID,SortDate,BibLvlCode,StandardTitle,RefStrFull,AbstractEnglish,Refstringauthors,WoScode,FullAut,Affiliation,DOI,ownDOI,spcolNames,GeoTerms,TaxTerms,ThesTerms,OtherTerms,AuthorKeywords,DocType,LitStyles,ThesisDegree,wos_affil,wos_country,wos_keywords,wos_plus_keywords,wos_categories,wos_researcharea,stand_affil,similarity_method,stand_country,stand_flemish,stand_GROUP,stand_QH
0,345272,2021,M,EuroSea: Improving and Integrating European Ocean Observing and Forecasting Systems for Sustainable use of the Oceans,"<b>Ratnarajah, L.</b> (2021). EuroSea: Improving and Integrating European Ocean Observing and Forecasting Systems for Sustainable use of the Oceans. EuroSea: Kiel. 55 pp.","This report maps the current state of the sustained ocean observing networks that monitor biological Essential Ocean Variables (EOVs), such as phytoplankton, microbes, zooplankton, benthic invertebrates, fish, birds, marine mammals, turtles, seagrass, macroalgae, hard coral and mangroves across Europe. To date, 363 marine monitoring programs have been identified across 29 European countries. This initial inventory of the sustained biological ocean observing system across Europe, will be developed into an online tool and the networks strengthened through action in EuroSea. Based on the monitoring programs identified, a workshop will be organised in 2021 to develop observation strategies, data sharing practices, and best practices and standards to strengthen and develop these vital ocean observing networks.","Ratnarajah, L.",,"Ratnarajah, Lavenia, L.",,,,"Lifewatch acknowledged, ""LifeWatch Observatory""",,,,,,Reports,,,,,,,,,,,,,,
1,345273,2019,AS,First record of <i>Navicula pelagica</i> (Bacillariophyta) in the South Atlantic Ocean: the intriguing occurrence of a sea-ice-dwelling species in a tropical estuary,"<b>Affe, H.M.J.; Rocha, D.S.B.; Menezes, M.; Nunes, J.M.C.</b> (2019). First record of <i>Navicula pelagica</i> (Bacillariophyta) in the South Atlantic Ocean: the intriguing occurrence of a sea-ice-dwelling species in a tropical estuary. <i>Pan-American Journal of Aquatic Sciences 14(2)</i>: 77-85",,"Affe, H.M.J.; Rocha, D.S.B.; Menezes, M.; Nunes, J.M.C.",,"Affe, Helen, H.M.J.",,,,"Bio-ORACLE, ""Lifewatch acknowledged""",,Navicula pelagica,,,"Ballast water, Camamu Bay, Diatoms, Ecological niche modeling",Journal article,,,,,,,,,,,,,,
2,345274,2019,AS,Species distribution model of cetaceans in relation to environmental factors at two locations in the North Atlantic,"<b>Adams, L.</b> (2019). Species distribution model of cetaceans in relation to environmental factors at two locations in the North Atlantic. <i>Plymouth Student Scientist 12(1)</i>: 3-24","Cetaceans in the North Atlantic are under threat from the increasing pressure and demand placed on the sea by humans. In order to conserve cetacean populations, legislative acts such as the EC Habitats Directive (Council Directive 92/43/EEC) are calling for protected areas to be established. Species distribution models have been used in this study as a tool to outline habitat preference of cetaceans in the Celtic Sea and eastern North Atlantic, helping to determine the boundaries for protected areas. Remotely-sensed environmental data was analysed against visual boat survey data using boosted regression tree modelling. A review of the literature emphasised the need for site specific analysis due to the variability in physical oceanographic processes. This was reflected in the results with the most important variable being chlorophyll at Baltimore and water depth at Penzance. The optimal depth was calculated at 30 – 50 m for both sites. The optimal range of chlorophyll was between 1.8 – 2.5 mgm-3 with an increase in cetacean sightings towards the upper limit. A preferred sea surface temperature of 14.6 – 15 °C was found at the Baltimore site and 15.5 – 15.6 °C was found at the Penzance site. The need for fine scale analysis of oceanographic properties and their relation to species distribution is recognised, as well as an expansion of this study to capture the full range of environmental variability at these locations.","Adams, L.",,"Adams, Laura, L.",,,,"Bio-ORACLE, ""Lifewatch acknowledged""",,Cetacea,,,,Journal article,,,,,,,,,,,,,,
3,345275,2018,M,Habitat suitability of juvenile smooth hammerhead shark (<i>Sphyrna zygaena</i>) off northern Peru,"<b>Gonzalez-Pestana, A.</b> (2018). Habitat suitability of juvenile smooth hammerhead shark (<i>Sphyrna zygaena</i>) off northern Peru. MSc Thesis. James Cook University: Queensland. 49 pp.",,"Gonzalez-Pestana, A.",,"Gonzalez-Pestana, Adriana, A.",,,,"Bio-ORACLE, ""Lifewatch acknowledged""",,,,,,Book/Monograph,Dissertation,MSc,,,,,,,,,,,,
4,345276,2015,AS,Combining environmental suitability and population abundances to evaluate the invasive potential of the tunicate <i>Ciona intestinalis</i> along the temperate South American coast,"<b>Januario, S.M.; Estay, S.A.; Labra, F.A.; Lima, M.</b> (2015). Combining environmental suitability and population abundances to evaluate the invasive potential of the tunicate <i>Ciona intestinalis</i> along the temperate South American coast. <i>PeerJ 3</i>: e1357. <a href=""https://dx.doi.org/10.7717/peerj.1357"" target=""_blank"">https://dx.doi.org/10.7717/peerj.1357</a>","The tunicate <i>Ciona intestinalis</i> is an opportunistic invader with high potential for causing economic losses in aquaculture centers. Recent phylogenetic and population genetic analysis support the existence of a genetic complex described as <i>C. intestinalis</i> with two main dominant species (sp A and B) occurring worldwide. In Chile, the species has been observed around 30°S of latitude, but no official reports exist for the presence of <i>C. intestinalis</i> in southern regions (above 40°S), where most of the mollusk aquaculture centers are located. Here, we used occurrences from multiple invaded regions and extensive field sampling to model and validate the environmental conditions that allow the species to persist and to find the geographic areas with the most suitable environmental conditions for the spread of <i>C. intestinalis</i> in the Chilean coast. By studying the potential expansion of <i>C. intestinalis</i> southward in the Chilean Coast, we aimed to provide valuable information that might help the development of control plans before the species becomes a significant problem, especially above 40°S. Our results highlight that, by using portions of the habitat that are apparently distinguishable, the species seem to be not only genetically distinct, but ecologically distinct as well. The two regional models fitted for sp A and for sp B showed disagreement on which sections of Chilean coastline are considered more suitable for these species. While the model for sp A identifies moderately to highly suitable areas between 30° and 40°S, the model for sp B classifies the areas around 45°S as the most appropriate. Data from field sampling show a positive linear relationship between density of <i>C. intestinalis</i> and the index of suitability for sp A in aquaculture centers. Understanding the relation of the distinct species with the surrounding environment provided valuable insights about probable routes of dispersion in Chile, especially into those areas considered suitable for aquaculture activities but where the species has not yet been recorded. We discuss the implications of our findings as a useful tool to anticipate the invasion of such harmful invasive species with regard to the most relevant environmental variables.","Januario, S.M.; Estay, S.A.; Labra, F.A.; Lima, M.",WOS:000364331500002,"Januario, Stella, S.M.",,https://dx.doi.org/10.7717/peerj.1357,,"Bio-ORACLE, ""Lifewatch acknowledged""",,Ciona intestinalis,,,"Aquaculture, Invasion risk, Population abundance, Species distribution, Suitability index",Journal article,,,,,,,,,,,,,,
5,345277,2017,M,Niche modelling: a comparison between modelling methods best applied for Cnidaria niche dispersion studies,"<b>Lima, A.V.</b> (2017). Niche modelling: a comparison between modelling methods best applied for Cnidaria niche dispersion studies. MSc Thesis. Universidade Estadual Paulista (UNESP): São Vicente. 40 pp.",,"Lima, A.V.",,"Lima, Alessandra, A.V.",,,,"Bio-ORACLE, ""Lifewatch acknowledged""",,Cnidaria,,,,Book/Monograph,Dissertation,MSc,,,,,,,,,,,,
6,345278,2017,M,Identifying priority areas and spatial fisheries impact for addressing shark conservation in adata-limited context,"<b>Monsalve Rocha, S.</b> (2017). Identifying priority areas and spatial fisheries impact for addressing shark conservation in adata-limited context. MSc Thesis. Universidad de los Andes: Colombia. 23 pp.","Shark distribution and fishing grounds used by local communities are usually overlapped, although this coincidence is not straightforwardly distinguished in a data-limited context. We aim to delimit critical areas for shark conservation using a comprehensive spatial model to determine the co-occurrence area of the most fished shark species considering the distribution of the fishing effort and protection effectiveness of MPA'S in the Colombian Caribbean. Predicted distribution areas for nine frequent landed species were obtained using a maximum entropy (MaxEnt) species distribution model fed with species presence and environmental open-access data, while the fishing effort was derived from interview-based maps already available. The co-occurrence areas (COAs) were derived from the nine shark species habitat suitability models by using a 70% and 85% threshold cut, for defining a general and highest probability areas of distribution, respectively. Three independent co-occurrence areas were delimited along the Colombian Caribbean Sea: Morrosquillo Gulf, Santa Marta-Guajira and San Andres and Providence Archipelago, without finding an environmental link between them. By considering the highest probability of co-occurrence, 16 areas were well differentiated. Fishing grounds and COAs were unequally overlapped (total: 45%, mean: 26,76%) while marine protected areas did not offer effective protection against fishing pressure in areas identified as critical for conservation of the shark species in the analysis. This suggests a noticeable spatial relationship between co-occurrence shark areas and fishing grounds used by local fishing communities. The use of this methodology enables identification of co-occurrence areas in a data-limited context, which can be used as starting point for defining the priority areas for shark conservation in the Colombian Caribbean which will allow stakeholders to implement future management guidelines in well-defined areas.","Monsalve Rocha, S.",,"Monsalve Rocha, Sabrina, S.",,,,"Bio-ORACLE, ""Lifewatch acknowledged""",,,,,"Habitat-suitability model, co-occurrence areas, shark conservation, data-limited spatial modeling, small-scale fisheries",Book/Monograph,Dissertation,MSc,,,,,,,,,,,,
7,345279,2021,AS,Consensus guidelines for advancing coral holobiont genome and specimen voucher deposition,"<b>Voolstra, C.R.; Quigley, K.M.; Davies, S.W.; Parkinson, J.E.; Peixoto, R.S.; Aranda, M.; Baker, A.C.; Barno, A.R.; Barshis, D.J.; Benzoni, F.; Bonito, V.; Bourne, D.G.; Buitrago-Lopez, C.; Bridge, T.C.L.; Chan, C.X.; Combosch, D.J.; Craggs, J.; Frommlet, J.C.; Herrera, S.; Quattrini, A.M.; Röthig, T.; Reimer, J.D.; Rubio-Portillo, E.; Suggett, D.J.; Villela, H.; Ziegler, M.; Sweet, M.</b> (2021). Consensus guidelines for advancing coral holobiont genome and specimen voucher deposition. <i>Front. Mar. Sci. 8</i>: 701784. <a href=""https://dx.doi.org/10.3389/fmars.2021.701784"" target=""_blank"">https://dx.doi.org/10.3389/fmars.2021.701784</a>","Coral research is being ushered into the genomic era. To fully capitalize on the potential discoveries from this genomic revolution, the rapidly increasing number of high-quality genomes requires effective pairing with rigorous taxonomic characterizations of specimens and the contextualization of their ecological relevance. However, to date there is no formal framework that genomicists, taxonomists, and coral scientists can collectively use to systematically acquire and link these data. Spurred by the recently announced “Coral symbiosis sensitivity to environmental change hub” under the “Aquatic Symbiosis Genomics Project” - a collaboration between the Wellcome Sanger Institute and the Gordon and Betty Moore Foundation to generate gold-standard genome sequences for coral animal hosts and their associated Symbiodiniaceae microalgae (among the sequencing of many other symbiotic aquatic species) - we outline consensus guidelines to reconcile different types of data. The metaorganism nature of the coral holobiont provides a particular challenge in this context and is a key factor to consider for developing a framework to consolidate genomic, taxonomic, and ecological (meta)data. Ideally, genomic data should be accompanied by taxonomic references, i.e., skeletal vouchers as formal morphological references for corals and strain specimens in the case of microalgal and bacterial symbionts (cultured isolates). However, exhaustive taxonomic characterization of all coral holobiont member species is currently not feasible simply because we do not have a comprehensive understanding of all the organisms that constitute the coral holobiont. Nevertheless, guidelines on minimal, recommended, and ideal-case descriptions for the major coral holobiont constituents (coral animal, Symbiodiniaceae microalgae, and prokaryotes) will undoubtedly help in future referencing and will facilitate comparative studies. We hope that the guidelines outlined here, which we will adhere to as part of the Aquatic Symbiosis Genomics Project sub-hub focused on coral symbioses, will be useful to a broader community and their implementation will facilitate cross- and meta-data comparisons and analyses.","Voolstra, C.R.; Quigley, K.M.; Davies, S.W.; Parkinson, J.E.; Peixoto, R.S.; Aranda, M.; Baker, A.C.; Barno, A.R.; Barshis, D.J.; Benzoni, F.; Bonito, V.; Bourne, D.G.; Buitrago-Lopez, C.; Bridge, T.C.L.; Chan, C.X.; Combosch, D.J.; Craggs, J.; Frommlet, J.C.; Herrera, S.; Quattrini, A.M.; Röthig, T.; Reimer, J.D.; Rubio-Portillo, E.; Suggett, D.J.; Villela, H.; Ziegler, M.; Sweet, M.",,"Baker, Andrew, A.C.",,https://dx.doi.org/10.3389/fmars.2021.701784,,"LifeWatch Species Information Backbone, ""World Register of Marine Species (WoRMS) acknowledged"", ""WoRMS ackn - direct reference""",,"Scleractinia, ""Symbiodiniaceae""",Taxonomy,,"coral reef, coral holobiont, prokaryotes, genome sequencing, genomics",Journal article,,,,,,,,,,,,,,
8,345280,2021,AS,The network structure of intertidal meiofaunal communities from environmental DNA metabarcoding surveys in Northwest Iberia,"<b>Bellisario, B.; Fais, M.; Duarte, S.; Vieira, P.E.; Canchaya, C.; Costa, F.O.</b> (2021). The network structure of intertidal meiofaunal communities from environmental DNA metabarcoding surveys in Northwest Iberia. <i>Aquat. Sci. 83(4)</i>: 71. <a href=""https://dx.doi.org/10.1007/s00027-021-00828-1"" target=""_blank"">https://dx.doi.org/10.1007/s00027-021-00828-1</a>","The identification of patterns and mechanisms behind species’ distribution is one of the major challenges in ecology, having important outcomes for the conservation and management of ecosystems. This is especially true for those components of biodiversity providing essential ecosystem functions and for which standard surveys may underestimate their real taxonomic diversity due to high degree of cryptic diversity and inherent diagnosis difficulties, such as meiofaunal communities. Within this context, environmental DNA (eDNA) metabarcoding may provide a fast and reliable way to refine and scale-up the characterization of biological diversity in complex environmental samples, allowing to bypass issues related to biodiversity estimation. Moreover, the possibility of integrating eDNA metabarcoding-derived data with tools and methods rooted in network theory would deepen the knowledge on the structuring processes of ecological communities in ways that cannot be predicted from studying individual species/communities in isolation. Here, a sediment eDNA metabarcoding of mitochondrial cytochrome c oxidase I (COI) and nuclear hypervariable V4 region of the 18S rDNA (18S) was used to reconstruct the bipartite networks linking intertidal meiofaunal OTUs and sampling stations from three estuaries of the North-Western Iberian Peninsula. Null models were used to identify the role of environmental and spatial constraints on the structure of COI- and 18S-derived networks and to characterize the macroecological features of surveyed phyla. Our results show the feasibility of eDNA metabarcoding to capture a fair amount of diversity hard to detect with standard survey procedures and to identify hierarchical spatial structures in intertidal meiofaunal assemblages, ultimately suggesting a restricted distributional range mostly driven by niche-based processes.","Bellisario, B.; Fais, M.; Duarte, S.; Vieira, P.E.; Canchaya, C.; Costa, F.O.",,"Canchaya, Carlos, C.",,https://dx.doi.org/10.1007/s00027-021-00828-1,,"LifeWatch Species Information Backbone, ""World Register of Marine Species (WoRMS) acknowledged"", ""WoRMS ackn - direct reference""",,,,,Meiofauna · eDNA · Metabarcoding · Bipartite networks · Modularity,Journal article,,,,,,,,,,,,,,
9,345281,2019,M,"Genetic and environmental factors underlying phenotypic traits in the Mediterranean mussel <i>Mytilus galloprovincialis</i> Lamarck, 1819","<b>Grbin, D.</b> (2019). Genetic and environmental factors underlying phenotypic traits in the Mediterranean mussel <i>Mytilus galloprovincialis</i> Lamarck, 1819. PhD Thesis. University of Zagreb, Faculty of Science: Zagreb. 155 pp.",,"Grbin, D.",,"Grbin, Dorotea, D.",,,,"Bio-ORACLE, ""Lifewatch acknowledged""",,Mytilus galloprovincialis,,,,Book/Monograph,Dissertation,PhD,,,,,,,,,,,,
