,BrefID,SortDate,BibLvlCode,StandardTitle,RefStrFull,AbstractEnglish,Refstringauthors,WoScode,FullAut,Affiliation,DOI,ownDOI,spcolNames,GeoTerms,TaxTerms,ThesTerms,OtherTerms,AuthorKeywords,DocType,LitStyles,ThesisDegree,wos_affil,wos_country,wos_keywords,wos_plus_keywords,wos_categories,wos_researcharea,stand_affil,similarity_method,stand_country,stand_flemish,stand_GROUP,stand_QH
0,331227,2020,M,A compilation and meta-analysis of salmon diet data from the north Pacific Ocean,"<b>Graham, C.</b> (2020). A compilation and meta-analysis of salmon diet data from the north Pacific Ocean. MSc Thesis. University of British Columbia: Vancouver.  ","Salmon migrate thousands of kilometers through dynamic ecosystems of the North Pacific Ocean, however, their open ocean life phase is poorly understood with limited research comparing salmon trophic ecology across the entire basin. Understanding the marine trophic ecology of salmon has the potential to reveal information about ocean conditions, competition, prey abundance, as well as salmon health and survival. The first goal of this research was to build an open-access database to centralize Pacific salmon diet data using a standardized format (‘North Pacific Marine Salmon Diet Database’). This database was then populated with an initial data set that came from 62 sources identified through a systematic literature review, targeting peer reviewed and gray literature from time periods with high research activity: 1959–1969 and 1987–1997. The second goal was to examine spatial and interspecies differences in diet and trophic niche for chum, pink and sockeye salmon across the North Pacific between 1959 and 1969, a period during a negative phase of the Pacific Decadal Oscillation and prior to significant hatchery enhancement. In the Western Subarctic, all species tended to consume zooplankton and prey availability was higher than the Eastern Subarctic. In the Gulf of Alaska and Eastern Subarctic, interspecies differences in diet were most apparent with chum and sockeye specializing on zooplankton and micronekton, respectively, while pink ate a mixture of zooplankton and micronekton. In the Bering Sea chum ate zooplankton while sockeye and pink alternated between zooplankton and micronekton. In addition to the large-scale trophic patterns, these data revealed novel fine-scale spatial trophic patterns, including latitudinal, onshore-offshore, and cross-gyre gradients. These results showed that pink were more generalist consumers, and their diets may be a better reflection of overall prey presence and abundance in the environment. Conversely, chum and sockeye were more specialist consumers, and their diets may be a better reflection of interspecies dynamics and/or specific prey presence and abundance of zooplankton and micronekton, respectively. Overall, this research provides an open-access database that can help address gaps in ecological understanding of the North Pacific, as well as complementary data analyses to further understanding of salmon marine ecology.","Graham, C.",,"Graham, Caroline, C.",,,,"LifeWatch Species Information Backbone, ""World Register of Marine Species (WoRMS) acknowledged"", ""WoRMS ackn - direct reference""",,,,,,Book/Monograph,Dissertation,MSc,,,,,,,,,,,,
1,331228,2020,AS,"Gracilosulfates A–G, monosulfated polyoxygenated steroids from the marine sponge <i>Haliclona gracilis</i>","<b>Shubina, L.K.; Makarieva, T.N.; Denisenko, V.A.; Popov, R.S.; Dyshlovoy, S.A.; Grebnev, B.B.; Dmitrenok, P.S.; von Amsberg, G.; Stonik, V.A.</b> (2020). Gracilosulfates A–G, monosulfated polyoxygenated steroids from the marine sponge <i>Haliclona gracilis</i>. <i>Mar. Drugs 18(9)</i>: 454. <a href=""https://hdl.handle.net/10.3390/md18090454"" target=""_blank"">https://hdl.handle.net/10.3390/md18090454</a>","Seven new polyoxygenated steroids belonging to a new structural group of sponge steroids, gracilosulfates A–G (1–7), possessing 3β-O-sulfonato, 5β,6β epoxy (or 5(6)-dehydro), and 4β,23-dihydroxy substitution patterns as a common structural motif, were isolated from the marine sponge Haliclona gracilis. Their structures were determined by NMR and MS methods. The compounds 1, 2, 4, 6, and 7 inhibited the expression of prostate-specific antigen (PSA) in 22Rv1 tumor cells.","Shubina, L.K.; Makarieva, T.N.; Denisenko, V.A.; Popov, R.S.; Dyshlovoy, S.A.; Grebnev, B.B.; Dmitrenok, P.S.; von Amsberg, G.; Stonik, V.A.",WOS:000581339500001,"Grebnev, Boris, B.B.",,https://hdl.handle.net/10.3390/md18090454,,"LifeWatch Species Information Backbone, ""World Register of Marine Species (WoRMS) acknowledged"", ""WoRMS ackn - direct reference""",,Haliclona gracilis,,,"polyoxygenated steroids, sponge, anticancer activity",Journal article,,,"Russian Acad Sci, GB Elyakov Pacific Inst Bioorgan Chem, Far Eastern Branch, Pr 100 Let Vladivostoku 159, Vladivostok 690022, Russia.",Russia,polyoxygenated steroids; sponge; Haliclona gracilis; anticancer activity,HALISTANOL SULFATE; ANDROGEN RECEPTOR; DIMERS; GENUS,"Chemistry, Medicinal; Pharmacology & Pharmacy",Pharmacology & Pharmacy,Russian Academy of Sciences (RAS),,Russia,,University,Science
2,331229,2020,AS,Arctic coastal benthos long-term responses to perturbations under climate warming,"<b>Al-Habahbeh, A.M.; Kortsch, S.; Bluhm, B.A.; Beuchel, F.; Gulliksen, B.; Ballantine, C.; Cristini, D.; Primicerio, R.</b> (2020). Arctic coastal benthos long-term responses to perturbations under climate warming. <i>Philos. Trans. R. Soc. Lond., A 378(2181)</i>: 20190355. <a href=""https://hdl.handle.net/10.1098/rsta.2019.0355"" target=""_blank"">https://hdl.handle.net/10.1098/rsta.2019.0355</a>","Climate warming influences structure and function of Arctic benthic ecosystems. Assessing the response of these systems to perturbations requires long-term studies addressing key ecological processes related to recolonization and succession of species. Based on unique time-series (1980–2017), this study addresses successional patterns of hard-bottom benthos in two fjords in NW Svalbard after a pulse perturbation in 1980 and during a period of rapid climate warming. Analysis of seafloor photographs revealed different return rates of taxa, and variability in species densities, through time. It took 13 and 24 years for the community compositions of cleared and control transects to converge in the two fjords. Nearly two decades after the study initiation, an increase in filamentous and foliose macroalgae was observed with a subsequent reorganization in the invertebrate community. Trait analyses showed a decrease in body size and longevity of taxa in response to the pulse perturbation and a shift towards small/medium size and intermediate longevity following the macroalgae takeover. The observed slow recovery rates and abrupt shifts in community structure document the vulnerability of Arctic coastal ecosystems to perturbations and continued effects of climate warming.","Al-Habahbeh, A.M.; Kortsch, S.; Bluhm, B.A.; Beuchel, F.; Gulliksen, B.; Ballantine, C.; Cristini, D.; Primicerio, R.",WOS:000567547600004,"Bluhm, Bodil, B.A.",,https://hdl.handle.net/10.1098/rsta.2019.0355,,"LifeWatch Species Information Backbone, ""World Register of Marine Species (WoRMS) acknowledged"", ""WoRMS ackn - direct reference""",,,Climate Change,,"community ecology,  recolonization, succession, functional traits",Journal article,,,"Norwegian Polar Res Inst, Fram Ctr, Res Dept, Hjalmar Johansens Gate 14, N-9009 Tromso, Norway.",Norway,community ecology; climate change; recolonization; succession; functional traits,FJORD KONGSFJORDEN; MARINE ECOSYSTEM; COMMUNITY; PATTERNS; RECOLONIZATION; INVERTEBRATES; SUCCESSION; TRAITS; COLONIZATION; DISTURBANCE,Multidisciplinary Sciences,Science & Technology - Other Topics,Norwegian Polar Institute,,Norway,,Research institute,Science
3,331230,2020,AS,Salinity tolerance and geographical origin predict global alien amphipod invasions,"<b>Cuthbert, R.N.; Kotronaki, S.G.; Dick, J.T.A.; Briski, E.</b> (2020). Salinity tolerance and geographical origin predict global alien amphipod invasions. <i>Biol. Lett. 16(9)</i>: 20200354. <a href=""https://hdl.handle.net/10.1098/rsbl.2020.0354"" target=""_blank"">https://hdl.handle.net/10.1098/rsbl.2020.0354</a>","Invasive alien species are driving global biodiversity loss, compromising ecosystem function and service provision, and human, animal and plant health. Habitat characteristics and geographical origin may predict invasion success, and in aquatic environments could be mediated principally by salinity tolerance. Crustacean invaders are causing global problems and we urgently require better predictive power of their invasiveness. Here, we compiled global aquatic gammarid (Crustacea: Amphipoda: Gammaroidea) diversity and examined their salinity tolerances and regions of origin to test whether these factors predict invasion success. Across 918 aquatic species within this superfamily, relatively few gammarids (n = 27, 3%) were reported as aliens, despite extensive invasion opportunities and high numbers of published studies on amphipod invasions. However, reported alien species were disproportionately salt-tolerant (i.e. 32% of brackish-water species), with significantly lower proportions of aliens originating from freshwater and marine environments (both 1%). Alien gammarids also significantly disproportionally originated from the Ponto-Caspian (20% of these taxa) when compared with all ‘other' grouped regions (1%), and principally invaded Eurasian waters, with translocations of salt-tolerant taxa to freshwaters being pervasive. This suggests habitat characteristics, alongside regional contexts, help predict invasibility. In particular, broad environmental tolerances to harsh environments and associated evolutionary history probably promote success of aliens globally.","Cuthbert, R.N.; Kotronaki, S.G.; Dick, J.T.A.; Briski, E.",WOS:000568869000001,"Cuthbert, Ross, R.N.",,https://hdl.handle.net/10.1098/rsbl.2020.0354,,"LifeWatch Species Information Backbone, ""World Register of Marine Species (WoRMS) acknowledged"", ""WoRMS ackn - direct reference""",,,Biodiversity,,"aquatic aliens, invasion success, Ponto-Caspian, predicting invaders, salinity regime",Journal article,,,"Queens Univ Belfast, Inst Global Food Secur, Sch Biol Sci, Belfast, Antrim, North Ireland.",North Ireland,aquatic aliens; biodiversity; invasion success; Ponto-Caspian; predicting invaders; salinity regime,GREAT-LAKES; NORTH; SUCCESS,Biology; Ecology; Evolutionary Biology,Life Sciences & Biomedicine - Other Topics; Environmental Sciences & Ecology; Evolutionary Biology,Queen's University of Belfast (QUB),x,UK,,University,Science
4,331231,2020,AS,Mediterranean non indigenous species at the start of the 2020s: recent changes,"<b>Zenetos, A.; Galanidi, M.</b> (2020). Mediterranean non indigenous species at the start of the 2020s: recent changes. <i>Marine Biodiversity Records 13</i>: 10. <a href=""https://hdl.handle.net/10.1186/s41200-020-00191-4"" target=""_blank"">https://hdl.handle.net/10.1186/s41200-020-00191-4</a>","The current amendments to the Mediterranean marine Non-Indigenous Species (NIS) inventory for the period 2017-2019 are the result of a continuous literature search and update of the Hellenic Centre for Marine Research (HCMR) offline database. They take into account recent findings, previously missed records, back-dated records based on the re-examination of existing material or phylogenetic studies and changes in nomenclature. During the period 2017-2019, 70 new species were added to the inventory of established species, 25 that had escaped our attention in the past and 23 newly introduced, which have already established self-sustaining populations. Meanwhile, 22 species previously known only with casual records have established viable populations and a total of 36 species have expanded their distribution into new Marine Strategy Framework Directive regions, primarily the Central Mediterranean and the Adriatic Sea. Intensified research efforts, prompted by the reporting obligations created by recent legislation, complemented by ever expanding networks and initiatives involving citizen scientists have certainly contributed to higher rates of discovery of alien species presences. However, the expansion of tropical and sub-tropical species into the cooler waters of the Aegean, the Adriatic and the western Mediterranean indicates that the warming of Mediterranean waters due to climate change is also facilitating the geographic expansion of NIS in the region. The rate of new introductions in this 3-year period is 8 species per year for the whole Mediterranean, without taking into account casual records or species with reporting lags. Only 4 species per year enter through the Suez Canal, while a considerable number of species are introduced through shipping vectors and the aquarium trade. Acknowledging the dynamic nature of invasions and the uncertainty inherent in compiling check lists, we consider the present work as the most accurate and up-to-date NIS list to inform policy, management and decision-making.","Zenetos, A.; Galanidi, M.",,"Galanidi, M.",,https://hdl.handle.net/10.1186/s41200-020-00191-4,,"LifeWatch Species Information Backbone, ""World Register of Marine Species (WoRMS) acknowledged"", ""WoRMS ackn - direct reference""",,,Alien species,,"Mediterranean inventory, Updates, Range expansion",Journal article,,,,,,,,,,,,,,
5,331232,2020,AS,"Apparent recruitment failure for the vast majority of coral species at Eilat, Red Sea","<b>Guerrini, G.; Yerushalmy, M.; Shefy, D.; Shashar, N.; Rinkevich, B.</b> (2020). Apparent recruitment failure for the vast majority of coral species at Eilat, Red Sea. <i>Coral Reefs 39(6)</i>: 1715-1726. <a href=""https://hdl.handle.net/10.1007/s00338-020-01998-4"" target=""_blank"">https://hdl.handle.net/10.1007/s00338-020-01998-4</a>","The status of coral reefs is often portrayed by parameters (e.g., coverage, bleaching, diseases, nutrients and rugosity) assigned to adult populations. Yet, coral recruitment is essential for sustaining coral populations, especially in the aftermath of major disturbances. Studying earliest coral recruitment at species level can reveal declines in the recovery potential and resilience of coral populations and communities, even if adult abundance and coral cover is sustained. Rates of coral recruitment were quantified once a month for 4 yrs from tiles and stones (Eilat, Red Sea), revealing a dramatic discrepancy in coral species recruited (n = 15) compared to adult-species currently on site (n = 55), with 1–2 dominant species accounting for ≥ 80% of recruits. The low rates and limited diversity of settling corals recorded in this study appear unlikely to sustain contemporary coral assemblages, so unless there are marked changes in the settlement dynamics, we would expect to see inevitable declines in the abundance and diversity of reef corals at these locations.","Guerrini, G.; Yerushalmy, M.; Shefy, D.; Shashar, N.; Rinkevich, B.",WOS:000564523100002,"Rinkevich, Baruch, B.","Natl Inst Oceanog Israel Oceanog & Limnol Res, POB 8030, IL-31080 Haifa, Israel.",https://hdl.handle.net/10.1007/s00338-020-01998-4,,"LifeWatch Species Information Backbone, ""World Register of Marine Species (WoRMS) acknowledged"", ""WoRMS ackn - direct reference""",Red Sea,,"Biodiversity, ""Degradation"", ""Recruitment"", ""Resilience (ecosystem)""",,Coral,Journal article,,,"Natl Inst Oceanog, Israel Oceanog & Limnol Res, POB 8030, IL-31080 Haifa, Israel.",Israel,Biodiversity; Coral; Degradation; Recruitment; Red Sea; Resilience,FLUORESCENCE CENSUS TECHNIQUES; SCLERACTINIAN CORALS; JUVENILE CORALS; PATTERNS; SETTLEMENT; REEFS; REPRODUCTION; RESILIENCE; MORTALITY; PACIFIC,Marine & Freshwater Biology,Marine & Freshwater Biology,Israel Oceanographic and Limnological Research (IOLR),,Israel,,Research institute,Science
6,331246,2020,AS,"Inconspicuous, recovering, or northward shift: status and management of the white shark (<i>Carcharodon carcharias</i>) in Atlantic Canada","<b>Bastien, G.; Barkley, A.; Chappus, J.; Heath, V.; Popov, S.; Smith, R.; Tran, T.; Currier, S.; Fernandez, D.C.; Okpara, P.; Owen, V.; Franks, B.; Hueter, R.; Madigan, D.J.; Fischer, C.; McBride, B.; Hussey, N.E.</b> (2020). Inconspicuous, recovering, or northward shift: status and management of the white shark (<i>Carcharodon carcharias</i>) in Atlantic Canada. <i>Can. J. Fish. Aquat. Sci. 77(10)</i>: 1666-1677. <a href=""https://hdl.handle.net/10.1139/cjfas-2020-0055"" target=""_blank"">https://hdl.handle.net/10.1139/cjfas-2020-0055</a>","Although white sharks (<i>Carcharodon carcharias</i>) have been considered rare in Atlantic Canada waters, recent sighting records indicate a potentially increasing presence. We combine historical to present sighting data with satellite telemetry tracks of large juvenile and adult white sharks tagged in US (<i>n</i> = 9) and Atlantic Canada waters (<i>n</i> = 17) to show seasonal white shark presence and distribution in Atlantic Canada, returns by individuals over multiple years, and high site fidelity to the region. Telemetry data indicate that white sharks are a more common and consistent occurrence in Canadian waters than previously thought, presenting two potential scenarios: (<i>i</i>) tagging technology is revealing white shark presence that was historically cryptic and (or) (<i>ii</i>) a northward range expansion of white sharks in the Northwest Atlantic, potentially due to climate change, population recovery, and (or) increasing pinniped prey. Given combined sighting and telemetry data indicate a current need for proactive management of white sharks in Atlantic Canada waters, we propose the basis for a management action plan, addressing conservation priorities, management goals, and research incentives while considering the potential for human–shark interactions.","Bastien, G.; Barkley, A.; Chappus, J.; Heath, V.; Popov, S.; Smith, R.; Tran, T.; Currier, S.; Fernandez, D.C.; Okpara, P.; Owen, V.; Franks, B.; Hueter, R.; Madigan, D.J.; Fischer, C.; McBride, B.; Hussey, N.E.",WOS:000575801000006,"Bastien, G.",,https://hdl.handle.net/10.1139/cjfas-2020-0055,,"LifeWatch Species Information Backbone, ""Marine Regions acknowledged""",,Carcharodon carcharias,,,,Journal article,,,"Univ Windsor, Integrat Biol, 401 Sunset Ave, Windsor, ON N9B 3P4, Canada.",Canada,,SEALS PHOCA-VITULINA; CLIMATE-CHANGE; SABLE-ISLAND; POPULATION; PATTERNS; CONSERVATION; RANGE; OCEAN; SIZE; MIGRATION,Fisheries; Marine & Freshwater Biology,Fisheries; Marine & Freshwater Biology,University of Windsor,,Canada,,University,Science
7,331247,2020,AS,"Concise review of the genus <i>Alaria</i> Greville, 1830","<b>Kraan, S.</b> (2020). Concise review of the genus <i>Alaria</i> Greville, 1830. <i>J. Appl. Phycol. 32(6)</i>: 3543-3560. <a href=""https://hdl.handle.net/10.1007/s10811-020-02222-0"" target=""_blank"">https://hdl.handle.net/10.1007/s10811-020-02222-0</a>","The brown seaweeds of the genus <i>Alaria</i> are economically important species in respect of food, health supplements and cosmetics. They are used as a sea vegetable in many Asian countries and are becoming increasingly popular in western cuisine. This has led to the development of cultivation of this genus in Europe. As the species in the genus are adapted to temperate-to-cold waters in the northern hemisphere, its distribution is restricted to specific zones, e.g. <i>Alaria esculenta</i>, to the 16&nbsp;°C isotherm explaining its absence in the southern North Sea and beyond the English Channel to the south. It has been observed that the genus <i>Alaria</i> has a high level of morphological plasticity and over 40 different species have been ascribed to the genus in the last century. Most species have been described from the North Pacific in cold temperate waters of the northern hemisphere and only a few from the North Atlantic. Recent advances in taxonomy and phylogeny have reduced several species to the <i>Alaria marginata</i> complex and the polymorphic <i>Alaria esculenta</i> species complex and moved one species to a new genus reducing the number to eight species and one sister species. <i>Alaria</i> mostly occupies wave-exposed subtidal rocky shores and is of interest for its food value and cultivation potential. Aquaculture of <i>Alaria</i> is highly attractive due to easy practices, fast growth and economic benefits (job creation, processing etc) and environmental benefits (bioremidiation, IMTA, carbon sink). <i>Alaria</i> is traditionally consumed in Japan, Russia, Europe and North America; and its popularity is on the increase due to changing nutritional habits in the global population. Many interesting bioactive molecules, minerals and vitamins and a mild flavour profile make <i>Alaria</i> of interest for the food, functional food and health and well-being sectors.","Kraan, S.",WOS:000568489500001,"Kraan, Stefan, S.",,https://hdl.handle.net/10.1007/s10811-020-02222-0,,"LifeWatch Species Information Backbone, ""World Register of Marine Species (WoRMS) acknowledged"", ""WoRMS ackn - direct reference""",,Alaria,,,,Journal article,,,"Seaweed Co Blue Turtle Ltd, Headford H91 E09X, Galway, Ireland.",Ireland,Alaria; Phaeophyceae; Ecology; Distribution; Gametophytes; Hybridisation; Physiology; Nutritional profile; Phylogeny; Taxonomy; Aquaculture,ALARIA-ESCULENTA LAMINARIALES; RIBOSOMAL-RNA GENES; NUCLEAR-DNA CONTENT; PHYSIOLOGICAL INVESTIGATIONS; HYBRIDIZATION EXPERIMENTS; NUCLEOTIDE-SEQUENCES; SACCHARINA-LATISSIMA; YOUNG SPOROPHYTES; EASTERN CANADA; IODINE CONTENT,Biotechnology & Applied Microbiology; Marine & Freshwater Biology,Biotechnology & Applied Microbiology; Marine & Freshwater Biology,Seaweed Co Blue Turtle Ltd,,Ireland,,Company,Industry
8,331296,2020,AS,"Benthic macrofaunal assemblage in seagrass-mangrove complex and adjacent ecosystems of Punang-Sari Estuary, Lawas, Sarawak, Malaysia","<b>Al-Asif, A.; Hamli, H.; Kamal, A.H.M.; Idris, M.H.; Gerusu, G.J.; Ismail, J.B.; Karim, N.U.</b> (2020). Benthic macrofaunal assemblage in seagrass-mangrove complex and adjacent ecosystems of Punang-Sari Estuary, Lawas, Sarawak, Malaysia. <i>Biodiversitas 21(10)</i>: 4606-4615. <a href=""https://hdl.handle.net/10.13057/biodiv/d211019"" target=""_blank"">https://hdl.handle.net/10.13057/biodiv/d211019</a>",,"Al-Asif, A.; Hamli, H.; Kamal, A.H.M.; Idris, M.H.; Gerusu, G.J.; Ismail, J.B.; Karim, N.U.",,"Al-Asif, Abdulla, A.",,https://hdl.handle.net/10.13057/biodiv/d211019,,"LifeWatch Species Information Backbone, ""World Register of Marine Species (WoRMS) acknowledged"", ""WoRMS ackn - direct reference""",,,Ecology,,"Checklist, IUCN red list, Malaysian Borneo, mollusk",Journal article,,,,,,,,,,,,,,
9,331300,2020,AS,Genetic evidence for a mixed composition of the genus <i>Myoxocephalus</i> (Cottoidei: Cottidae) necessitates generic realignment,"<b>Balakirev, E.S.; Kravchenko, A.Y.; Semenchenko, A.A.</b> (2020). Genetic evidence for a mixed composition of the genus <i>Myoxocephalus</i> (Cottoidei: Cottidae) necessitates generic realignment. <i>Genes 11</i>: 1071. <a href=""https://hdl.handle.net/10.3390/genes11091071"" target=""_blank"">https://hdl.handle.net/10.3390/genes11091071</a>","Sculpin fishes belonging to the family Cottidae represent a large and complex group, inhabiting a wide range of freshwater, brackish-water, and marine environments. Numerous studies based on analysis of their morphology and genetic makeup frequently provided controversial results. In the present work, we sequenced complete mitochondrial (mt) genomes and fragments of nuclear ribosomal DNA (rDNA) of the fourhorn sculpin <span class=""html-italic"">Myoxocephalus quadricornis</span> and some related cottids to increase the power of phylogenetic and taxonomic analyses of this complex fish group. A comparison of the <span class=""html-italic"">My. quadricornis</span> mt genomes obtained by us with other complete mt genomes available in GenBank has revealed a surprisingly low divergence (3.06 ± 0.12%) with <span class=""html-italic"">Megalocottus platycephalus</span> and, at the same time, a significantly higher divergence (7.89 ± 0.16%) with the species of the genus <span class=""html-italic"">Myoxocephalus</span>. Correspondingly, phylogenetic analyses have shown that <span class=""html-italic"">My. quadricornis</span> is clustered with <span class=""html-italic"">Me. platycephalus</span> but not with the <span class=""html-italic"">Myoxocephalus</span> species. Completely consistent patterns of divergence and tree topologies have been obtained based on nuclear rDNA. Thus, the multi-gene data in the present work indicates obvious contradictions in the relationships between the <span class=""html-italic"">Myoxocephalus</span> and <span class=""html-italic"">Megalocottus</span> species studied. An extensive phylogenetic analysis has provided evidence for a closer affinity of <span class=""html-italic"">My. quadricornis</span> with the species of the genus <span class=""html-italic"">Megalocottus</span> than with the species of the genus <span class=""html-italic"">Myoxocephalus</span>. A recombination analysis, along with the additional GenBank data, excludes introgression and/or incorrect taxonomic identification as the possible causative factors responsible for the observed closer affinity between the two species from different genera. The above facts necessitate realignment of the genera <span class=""html-italic"">Myoxocephalus</span> and <span class=""html-italic"">Megalocottus</span>. The genetic data supports the two recognized genera, <span class=""html-italic"">Myoxocephalus</span> and <span class=""html-italic"">Megalocottus</span>, but suggests changing their compositions through transferring <span class=""html-italic"">My. quadricornis</span> to the genus <span class=""html-italic"">Megalocottus</span>. The results of the present study resolve the relationships within a complex group of sculpin fishes and show a promising approach to phylogenetic systematics (as a key organizing principle in biodiversity research) for a better understanding of the taxonomy and evolution of fishes and for supplying relevant information to address various fish biodiversity conservation and management issues.","Balakirev, E.S.; Kravchenko, A.Y.; Semenchenko, A.A.",WOS:000580155400001,"Kravchenko, Alexandra Yu., A.Y.",,https://hdl.handle.net/10.3390/genes11091071,,"LifeWatch Species Information Backbone, ""World Register of Marine Species (WoRMS) acknowledged"", ""WoRMS ackn - direct reference""",,"Argyrocottus, ""Cottidae"", ""Megalocottus"", ""Megalocottus platycephalus"", ""Microcottus"", ""Myoxocephalus"", ""Myoxocephalus quadricornis"", ""Porocottus""",,,"mitochondrial genome, ribosomal DNA, COI, genetic divergence, fourhorn sculpin, belligerent sculpin, taxonomic realignment ",Journal article,,,"Far Eastern Fed Univ, Sch Biomed, Vladivostok 690950, Russia.",Russia,mitochondrial genome; ribosomal DNA; COI; genetic divergence; fourhorn sculpinMyoxocephalus quadricornis; belligerent sculpinMegalocottus platycephalus; Myoxocephalus; Megalocottus; Microcottus; Argyrocottus; Porocottus; taxonomic realignment; Cottidae,COMPLETE MITOCHONDRIAL GENOME; MULTIPLE SEQUENCE ALIGNMENT; SCULPINS SCORPAENIFORMES; PLATYCEPHALUS PALLAS; PISCES-COTTIDAE; COTTOIDEI; MYOXOCEPHALUS; DNA; SOFTWARE; SCORPIONFISH,Genetics & Heredity,Genetics & Heredity,Far Eastern Federal University (FEFU),,Russia,,University,Science
