,BrefID,SortDate,BibLvlCode,StandardTitle,RefStrFull,AbstractEnglish,Refstringauthors,WoScode,FullAut,Affiliation,DOI,ownDOI,spcolNames,GeoTerms,TaxTerms,ThesTerms,OtherTerms,AuthorKeywords,DocType,LitStyles,ThesisDegree,wos_affil,wos_country,wos_keywords,wos_plus_keywords,wos_categories,wos_researcharea,stand_affil,similarity_method,stand_country,stand_flemish,stand_GROUP,stand_QH
0,312663,2019,AS,Dealing with the effects of ocean acidification on coral reefs in the Indian Ocean and Asia,"<b>Lam, V.W.Y.; Chavanich, S.; Djoundourian, S.; Dupont, S.; Gaill, F.; Holzer, G.; Isensee, K.; Katua, S.; Mars, F.; Metian, M.; Hall-Spencer, J.M.</b> (2019). Dealing with the effects of ocean acidification on coral reefs in the Indian Ocean and Asia. <i>Regional Studies in Marine Science 28</i>: 100560. <a href=""https://hdl.handle.net/10.1016/j.rsma.2019.100560"" target=""_blank"">https://hdl.handle.net/10.1016/j.rsma.2019.100560</a>","Shallow coral reefs provide food, income, well-being and coastal protection to countries around the Indian Ocean and Asia. These reefs are under threat due to many anthropogenic stressors including pollution, sedimentation, overfishing, sea surface warming and habitat destruction. Ocean acidification interacts with these factors to exacerbate stress on coral reefs. Effective solutions in tackling the impact of ocean acidification require a thorough understanding of the current adaptive capacity of each nation to deal with the consequences. Here, we aim to help the decision-making process for policy makers in dealing with these future challenges at the regional and national levels. We recommend that a series of evaluations be made to understand the current status of each nation in this region in dealing with ocean acidification impacts by assessing the climate policy, education, policy coherence, related research activities, adaptive capacity of reef-dependent economic sectors and local management. Indonesia and Thailand, are selected as case studies. We also highlight general recommendations on mitigation and adaptation to ocean acidification impacts on coral reefs and propose well-designed research program would be necessary for developing a more targeted policy agenda in this region.","Lam, V.W.Y.; Chavanich, S.; Djoundourian, S.; Dupont, S.; Gaill, F.; Holzer, G.; Isensee, K.; Katua, S.; Mars, F.; Metian, M.; Hall-Spencer, J.M.",WOS:000469847300006,"Djoundourian, Salpie, S.",,https://hdl.handle.net/10.1016/j.rsma.2019.100560,,"LifeWatch Species Information Backbone, ""Marine Regions acknowledged""",,,,,,Journal article,,,"Univ British Columbia, Inst Oceans & Fisheries, Changing Ocean Res Unit, 2202 Main Mall, Vancouver, BC V6T 1Z4, Canada.",Canada,,MARINE; RESPONSES; IMPACTS; SCALE; PH; BIODIVERSITY; MACROALGAE; TRIANGLE; SEA,Ecology; Marine & Freshwater Biology,Environmental Sciences & Ecology; Marine & Freshwater Biology,University of British Columbia,x,Canada,,University,Science
1,312666,2017,AS,"A unique and diverse amalgamated mollusk assemblage from the Coral Patch Seamount, eastern Atlantic","<b>Hoffman, L.; Freiwald, A.</b> (2017). A unique and diverse amalgamated mollusk assemblage from the Coral Patch Seamount, eastern Atlantic. <i>Miscellanea Malacologica 7(4)</i>: 61-79","High species richness for shell-bearing Mollusca was found in a thanatocoenoses in upper bathyal bioclastic sands of the Coral Patch Seamount. 142 molluscan species have been identified of which only 18 bivalves, 119 gastropods, four scaphopods and one placophoran. The molluscan fauna can be characterized as unique: deep marine without significant influx from shallowwater or Mediterranean Sea species. A significant number of unknown species have been encountered but only six new species have been described in this paper: <i>Basilissopsis vanheugteni</i> n. sp., <i>Ancistrobasis lavaleyei</i> n. sp., <i>Papuliscala lydiae</i> n. sp., <i>Fusceulima coralensis</i> n. sp., <i>Fusceulima victorhensenae</i> n. sp., <i>Chrysallida intorta</i> n. sp. The remaining, unknown species are considered too difficult to uniquely describe because the associated material was of poor quality, inadequate quantity or with an ambiguous morphological variability at species level.","Hoffman, L.; Freiwald, A.",,"Freiwald, André, A.",,,,"LifeWatch Species Information Backbone, ""World Register of Marine Species (WoRMS) acknowledged"", ""WoRMS ackn - direct reference""",,"Ancistrobasis lavaleyei, ""Basilissopsis vanheugteni"", ""Chrysallida intorta"", ""Fusceulima coralensis"", ""Fusceulima victorhensenae"", ""Gastropoda"", ""Mollusca"", ""Papuliscala lydiae""",,,"Mollusca, Gastropoda, Basilissopsis vanheugteni, Ancistrobasis lavaleyei, Papuliscala lydiae, Fusceulima coralensis, Fusceulima victorhensenae, Chrysallida intorta, Atlantic Ocean, Horseshoe Abyssal Plain, Lusitanian Seamounts",Journal article,,,,,,,,,,,,,,
2,312669,2019,AS,Spatio-temporal dynamics of phytoplankton functional groups in the South China Sea and their relative contributions to marine primary production,"<b>Ndah, A.B.; Dagar, L.; Becek, K.; Odihi, J.O.</b> (2019). Spatio-temporal dynamics of phytoplankton functional groups in the South China Sea and their relative contributions to marine primary production. <i>Regional Studies in Marine Science 29</i>: 100598. <a href=""https://hdl.handle.net/10.1016/j.rsma.2019.100598"" target=""_blank"">https://hdl.handle.net/10.1016/j.rsma.2019.100598</a>","The sea-surface distribution of four phytoplankton functional groups in the South China Sea (SCS) namely Coccolithophores (Coc), Diatoms (Dia), Cyanobacteria (Cya) and Chlorophytes (Chlo) was studied across spatial and temporal scales. The time-series datasets derived from the National Aeronautic and Space Administration (NASA) Ocean Biogeochemical Model and retrieved via the Giovanni Portal were analysed statistically with well-known methods including Pearson’s correlation coefficient, ordinary least square regression (OLR), Maximum Entropy Spectral Analysis (MESA) and Principal Components Analysis (PCA). The data were analysed for relative abundance, seasonality, cyclicity, long-term trends, spatial variability, inter-relationships, and relative contributions of individual phytoplankton groups to primary production (PP, using Chl-a as a proxy). The results reveal that the numerically dominant phytoplankton group in terms of relative abundance is Cya, comprising about 57% of the planktonic biomass, followed closely by Coc (about 40%), while Dia constitutes almost 3% of the total abundance. Dia was found to have the strongest annual cycle, and hence displayed the highest rate of seasonal variability. Clear spatial segregation patterns have also been uncovered; Coc and Dia are strongly correlated in the Northern SCS (NSCS) while Cya dominate in Southern SCS (SSCS). Coc and Dia display a strong positive correlation with PP, whereas the seasonal relationships between Cya and Chlo with PP are non-linear, and hence appear statistically non-significant. The rise in the trend of Cya and decrease in Coc, since 2004, may be indicative of changes in successional patterns of phytoplankton functional groups in the SCS. This study, therefore, sets the precedence for more robust research to uncover the immediate and remote causes of the observed spatiotemporal changes in marine phytoplankton dynamics and to develop predictive models of marine primary productivity (MPP) and ecological health.","Ndah, A.B.; Dagar, L.; Becek, K.; Odihi, J.O.",WOS:000474363400001,"Ndah, Anthony, A.B.",,https://hdl.handle.net/10.1016/j.rsma.2019.100598,,"LifeWatch Species Information Backbone, ""Marine Regions acknowledged""",,,,,Phytoplankton; Functional groups; Marine primary production; Spatiotemporal dynamics; South china sea,Journal article,,,"Univ Brunei Darussalam, Jalan Tungku Link Gadong, BE-1410 Bsb, Brunei.",Brunei,Phytoplankton; Functional groups; Marine primary production; Spatiotemporal dynamics; South china sea,PEARL RIVER ESTUARY; TIME-SERIES; NUTRIENTS; SYSTEM; BLOOM; OCEAN; BAY; ABUNDANCE; REACHES; MODEL,Ecology; Marine & Freshwater Biology,Environmental Sciences & Ecology; Marine & Freshwater Biology,,,,,,
3,312670,2019,AS,"Species delimitation and multi-locus species tree solve an old taxonomic problem for European squat lobsters of the genus Munida Leach, 1820","<b>Rodríguez-Flores, P.C.; Machordom, A.; Abelló, P.; Cuesta, J.A.; MacPherson, E.</b> (2019). Species delimitation and multi-locus species tree solve an old taxonomic problem for European squat lobsters of the genus Munida Leach, 1820. <i>Mar. Biodiv. 49</i>: 1751-1773. <a href=""https://hdl.handle.net/10.1007/s12526-019-00941-3"" target=""_blank"">https://hdl.handle.net/10.1007/s12526-019-00941-3</a>","The taxonomy of <em class=""EmphasisTypeItalic "">Munida</em> Leach, 1820 from the north-eastern Atlantic and Mediterranean Sea was studied using a comparative analysis of morphological characters and molecular markers (mitochondrial and nuclear). Generalized Mixed Yule Coalescence and the Poisson tree process models were used to delimit two groups of closely related species associated with uncertain nomenclature and taxonomic status: (1) <em class=""EmphasisTypeItalic "">Munida intermedia</em> A. Milne Edwards & Bouvier, 1899, <em class=""EmphasisTypeItalic "">M. rugosa</em> (Fabricius, 1775), <em class=""EmphasisTypeItalic "">M. sarsi</em> Huus, 1935 and <em class=""EmphasisTypeItalic "">M. tenuimana</em> Sars, 1872 and (2) <em class=""EmphasisTypeItalic "">M. rutllanti</em> Zariquiey-Álvarez, 1952 and <em class=""EmphasisTypeItalic "">M. speciosa</em> von Martens, 1878. We found that <em class=""EmphasisTypeItalic "">M. tenuimana</em> is restricted to northern Atlantic waters (north of approx. 48° N), while Mediterranean and Bay of Biscay specimens previously assigned to this taxon actually belong to a different species, indicating that the name <em class=""EmphasisTypeItalic "">Munida perarmata</em> A. Milne Edwards & Bouvier, 1894 should be resurrected. Furthermore, <em class=""EmphasisTypeItalic "">M. rutllanti</em> is shown to be a junior synonym of <em class=""EmphasisTypeItalic "">M. speciosa</em>, a species that has thus far only been reported along western Africa. In addition, three species are re-described and a key to European <em class=""EmphasisTypeItalic "">Munida</em> is provided. The validity of the morphological characters used to distinguish the different species is discussed. Phylogenetic analyses revealed three independent lineages with unsolved relationships among them, including high genetic distances for some species. These findings indicate highly divergent lineages of the European <em class=""EmphasisTypeItalic "">Munida</em> and several events of colonization along the eastern Atlantic.","Rodríguez-Flores, P.C.; Machordom, A.; Abelló, P.; Cuesta, J.A.; MacPherson, E.",WOS:000478774000013,"Rodríguez-Flores, Paula, P.C.",,https://hdl.handle.net/10.1007/s12526-019-00941-3,,"LifeWatch Species Information Backbone, ""Marine Regions acknowledged""",,"Anomura, ""Munida"", ""Munididae""",,,Anomura; Munididae; European Munida; Phylogeny; Mitochondrial markers; Nuclear markers; Morphology ,Journal article,,,"CSIC, CEAB, Carrer Acces Cala Sant Francesc 14, Blanes 17300, Girona, Spain.",Spain,Anomura; Munididae; European Munida; Phylogeny; Mitochondrial markers; Nuclear markers; Morphology,DECAPOD CRUSTACEAN FAUNA; SOUTH-WEST PACIFIC; PHYLOGENETIC-RELATIONSHIPS; MOLECULAR-DATA; GALATHEIDAE; MORPHOLOGY; BIVALVIA; CORAL; DIVERSITY; SEQUENCES,Biodiversity Conservation; Marine & Freshwater Biology,Biodiversity & Conservation; Marine & Freshwater Biology,,,,,,
4,312681,2019,M,Efectes de la concentració de clorofil·la i la temperatura en la reproducció d’<i>Eunicella singularis</i> (Cnidaria: Octocorallia),"<b>Serra Solomando, M.</b> (2019). Efectes de la concentració de clorofil·la i la temperatura en la reproducció d’<i>Eunicella singularis</i> (Cnidaria: Octocorallia). MSc Thesis. Universitat de Girona. Facultat de Ciències: Girona. 35 pp.",,"Serra Solomando, M.",,"Serra Solomando, Maria, M.",,,,"LifeWatch Species Information Backbone, ""World Register of Marine Species (WoRMS) acknowledged"", ""WoRMS ackn - direct reference""",,,,,,Book/Monograph,Dissertation,MSc,,,,,,,,,,,,
5,312682,2019,AS,Complex transboundary movements of marine megafauna in the Western Indian Ocean,"<b>Barkley, A.N.; Gollock, M.; Samoilys, M.; Llewellyn, F.; Shivji, M.; Wetherbee, B.; Hussey, N.E.</b> (2019). Complex transboundary movements of marine megafauna in the Western Indian Ocean. <i>Anim. Conserv. 22(5)</i>: 420-431. <a href=""https://hdl.handle.net/10.1111/acv.12493"" target=""_blank"">https://hdl.handle.net/10.1111/acv.12493</a>","Transboundary marine species have an increased risk of overexploitation as management regimes and enforcement can vary among states. The complex geopolitical layout of exclusive economic zones (EEZs) in the Western Indian Ocean (WIO) introduces the potential for migratory species to cross multiple boundaries, consequently a lack of scientific data could complicate regional management. In the current study, we highlight both the relative lack of spatial data available in the WIO, and the prevalence of transboundary movements in species that have previously been studied in the region. Five tiger sharks <i>Galeocerdo cuvier</i> were tracked with near real‐time positioning (SPOT) satellite tags to determine individual shark movements relative to EEZs within the WIO. Concurrently, a literature search was performed to identify all satellite telemetry studies conducted to date in the WIO for marine megafaunal species, and the results compared to global satellite telemetry effort. Finally, the satellite tracks of all marine species monitored in the WIO were extracted and digitized to examine the scale of transboundary movements that occur in the region. Tiger sharks exhibited both coastal and oceanic movements, with one individual crossing a total of eight EEZs. Satellite telemetry effort in the WIO has not matched the global increase, with only 4.7% of global studies occurring in the region. Species in the WIO remained within the EEZ in which they were tagged in only three studies, while all other species demonstrated some level of transboundary movement. This study demonstrates the lack of spatial data available for informed regional management in an area where transboundary movements by marine megafauna are highly prevalent. Without more dedicated funding and research, the rich biodiversity of the WIO is at risk of overexploitation from the diverse threats present within the various political regions.","Barkley, A.N.; Gollock, M.; Samoilys, M.; Llewellyn, F.; Shivji, M.; Wetherbee, B.; Hussey, N.E.",WOS:000488866900002,"Hussey, N.E.",,https://hdl.handle.net/10.1111/acv.12493,,"LifeWatch Species Information Backbone, ""Marine Regions acknowledged""",,,,,,Journal article,,,"Univ Windsor, Biol Sci, 401 Sunset Ave, Windsor, ON N9B 3P4, Canada.",Canada,Western Indian Ocean; spatial management; tiger sharks; exclusive economic zones; satellite tags; tracking; transboundary; migration,SHARKS CARCHARIAS-TAURUS; HABITAT USE; ACOUSTIC TELEMETRY; GALEOCERDO-CUVIER; MIGRATION; MANAGEMENT; PATTERNS; FISHERIES; COAST; CONSERVATION,Biodiversity Conservation; Ecology,Biodiversity & Conservation; Environmental Sciences & Ecology,,,,,,
6,312683,2019,AS,Natural and anthropogenic disturbances shape benthic phototrophic and heterotrophic microbial communities in the Po River Delta system,"<b>Cibic, T.; Fazi, S.; Nasi, F.; Pin, L.; Alvisi, F.; Berto, D.; Viganò, L.; Zoppini, A.; Del Negro, P.</b> (2019). Natural and anthropogenic disturbances shape benthic phototrophic and heterotrophic microbial communities in the Po River Delta system. <i>Est., Coast. and Shelf Sci. 222</i>: 168-182. <a href=""https://hdl.handle.net/10.1016/j.ecss.2019.04.009"" target=""_blank"">https://hdl.handle.net/10.1016/j.ecss.2019.04.009</a>","This study represents the first example in which benthic heterotrophic and photoautotrophic microbial communities (prokaryotes and microphytobenthos-MPB, respectively) were simultaneously investigated. To explore how they synergistically respond to multiple natural and anthropogenic stressors, in the framework of the Project RITMARE four lagoons of the Po River Delta were sampled in May 2016: two with more marine features, i.e. Scardovari (SC) and Caleri (CL), and two more directly affected by the Po River flow, i.e. Canarin (CN) and Vallona-Marinetta (MV). The abundance and structure of benthic communities were related to physical-chemical parameters i.e. grain-size, total N, total organic C, stable C and N isotopes, and synthetic organic contaminants. Stations were gathered into three distinct groups (R<sub>ansosim</sub> = 0.540 p < 0.001) according to their different physical-chemical features: outer, inner-freshwater and inner-marine sites. Contamination levels did not seem to severely affect the microbial abundances that were overall stimulated by the combined effect of high organic and nutrient loads: prokaryotes up to +42% and MPB up to +93%. Bacteria and Archaea displayed high densities at sites directly influenced by the freshwater input and anthropogenically derived nitrogen. Delta- (30.8%), Alpha- (12.8%), Gamma- (11.8%) and Beta-Proteobacteria (7.1%) were the dominant classes at all sites. For both communities, a significant inter-lagoonal (among different lagoons) and intra-lagoonal (among stations within the same lagoon) pattern was highlighted by PERMANOVA. nMDS and SIMPER analyses revealed distinct assemblages in the inner and outer parts of the lagoons. We applied a novel functional approach based on diatom life modes. At inner and outer sites, different diatom living forms developed: epipsammic (on sand) nearby the lagoonal mouths, epipelic (on mud) at the innermost sites and non-benthic forms (planktonic, tychopelagic and epiphytic) at sites directly influenced by freshwater. Distance-based Linear Models further indicated that salinity, clay and temperature were the significant drivers of the prokaryotic spatial distribution whereas clay, PAHs, PCBs and salinity best explained the MPB structure. The dominance of non-benthic diatom life modes in the more polluted lagoon (CN) suggests a negative influence of contamination on the MPB structure. Two diatom keystone species likely contribute to restore the oxic gradient in sediments frequently exposed to anoxia, allowing the subsequent microbial aerobic degradation and the recolonization of higher trophic organisms. The capacity of re-oxygenation after anoxia has important ecological and economic implications in lagoons exploited for aquaculture.","Cibic, T.; Fazi, S.; Nasi, F.; Pin, L.; Alvisi, F.; Berto, D.; Viganò, L.; Zoppini, A.; Del Negro, P.",WOS:000468256400017,"Nasi, Federica, F.",,https://hdl.handle.net/10.1016/j.ecss.2019.04.009,,"LifeWatch Species Information Backbone, ""World Register of Marine Species (WoRMS) acknowledged"", ""WoRMS ackn - direct reference""",,Bacteria,,,Microbial diversity; Microphytobenthos; Bacteria; Coastal lagoon; Freshwater input; Organic enrichment; Contamination; Anoxia,Journal article,,,"Ist Nazl Oceanog & Geofis Sperimentale OGS, Sez Oceanog, Via A Piccard 54, I-34151 Trieste, Italy.",Italy,Microbial diversity; Microphytobenthos; Bacteria; Coastal lagoon; Freshwater input; Organic enrichment; Contamination; Anoxia,WATER SEDIMENT SYSTEM; COASTAL LAGOONS; MAR PICCOLO; BACTERIAL COMMUNITIES; DIATOM ASSEMBLAGES; SURFACE SEDIMENTS; DIVERSITY; MICROPHYTOBENTHOS; GULF; BIODIVERSITY,Marine & Freshwater Biology; Oceanography,Marine & Freshwater Biology; Oceanography,National Institute of Oceanography and Experimental Geophysics (INOGS),x,Italy,,Research institute,Science
7,312685,2019,AS,Foraminíferos bentônicos durante a transição Pleistoceno/Holoceno da plataforma externa da Baía de Guanabara – RJ,"<b>Rangel, F.E.; Vilela, C.G.; dos Reis, A.T.; Souza, T.C.S.; Poço, R.G.T.C.</b> (2019). Foraminíferos bentônicos durante a transição Pleistoceno/Holoceno da plataforma externa da Baía de Guanabara – RJ. <i>Anuario do Instituto de Geociencias 42(1)</i>: 20-31. <a href=""https://hdl.handle.net/10.11137/2019_1_20_31"" target=""_blank"">https://hdl.handle.net/10.11137/2019_1_20_31</a>",,"Rangel, F.E.; Vilela, C.G.; dos Reis, A.T.; Souza, T.C.S.; Poço, R.G.T.C.",,"Rangel, Fábio, F.E.",,https://hdl.handle.net/10.11137/2019_1_20_31,,"LifeWatch Species Information Backbone, ""World Register of Marine Species (WoRMS) acknowledged"", ""WoRMS ackn - direct reference""",,,,,Paleoambiente; Deposição sedimentar; Datação; Biofácies,Journal article,,,,,,,,,,,,,,
8,312686,2019,AS,"Análise de biofácies de foraminíferos bentônicos em testemunhos da plataforma continental – RJ, Brasil","<b>Rangel, F.E.; Vilela, C.G.; dos Reis, A.T.; Poço, R.G.T.C.</b> (2019). Análise de biofácies de foraminíferos bentônicos em testemunhos da plataforma continental – RJ, Brasil. <i>Anuario do Instituto de Geociencias 42(1)</i>: 217-230. <a href=""https://hdl.handle.net/10.11137/2019_1_217_230"" target=""_blank"">https://hdl.handle.net/10.11137/2019_1_217_230</a>",,"Rangel, F.E.; Vilela, C.G.; dos Reis, A.T.; Poço, R.G.T.C.",,"Poço, Raiane, R.G.T.C.",,https://hdl.handle.net/10.11137/2019_1_217_230,,"LifeWatch Species Information Backbone, ""World Register of Marine Species (WoRMS) acknowledged"", ""WoRMS ackn - direct reference""",,,,,Paleoambiente; Deposição sedimentar; Datação; Biofácies,Journal article,,,,,,,,,,,,,,
9,312696,2019,AS,Heterogeneous sea-level rises along coastal zones and small islands,"<b>Li, G.; Li, X.; Yao, T.; Che, T.; Yang, H.; Ma, M.; Zhao, H.; Pan, X.</b> (2019). Heterogeneous sea-level rises along coastal zones and small islands. <i>Science Bulletin 64(11)</i>: 748-755. <a href=""https://hdl.handle.net/10.1016/j.scib.2019.04.023"" target=""_blank"">https://hdl.handle.net/10.1016/j.scib.2019.04.023</a>","Coastal zones and many small islands are highly susceptible to sea-level rise (SLR). Coastal zones have a large exposed population and integrated high-value assets, and islands provide diverse ecosystem services to millions of people worldwide. The coastal zones and small islands affected by SLR are likely to suffer from submergence, flooding and erosion in the future. However, very few studies have addressed the heterogeneity in SLR changes and the potential risk to coastal zones and small islands. Here we used the mean sea level (MSL) derived from satellite altimetry data to analyse the trends and accelerations of SLRs along global coastal zones and small islands. We found that except for the Antarctic coastal zone, the annual MSL within 50 km of the coasts presented an increasing trend of 3.09 ± 0.13 mm a<sup>−1</sup> but a decreasing acceleration of −0.02 ± 0.02 mm a<sup>−2</sup> from 1993 to 2017. The highest coastal MSL trend of 3.85 ± 0.60 mm a<sup>−1</sup> appeared in Oceania, and the lowest trend of 2.32 ± 0.37 mm a<sup>−1</sup> occured in North America. Africa, North America and South America showed acceleration trends, and Eurasia, Australia and Oceania had deceleration trends. Further, MSLs around global small islands reflected an increasing trend with a rate of 3.01 ± 0.16 mm a<sup>−1</sup> but a negative acceleration of −0.02 ± 0.02 mm a<sup>−2</sup>. Regional heterogeneity in the trends and accelerations of MSLs along the coasts and small islands suggests that stakeholders should take discriminating precautions to cope with future disadvantageous impacts of the SLR.","Li, G.; Li, X.; Yao, T.; Che, T.; Yang, H.; Ma, M.; Zhao, H.; Pan, X.",WOS:000472947800005,"Li, Guoshuai, G.",,https://hdl.handle.net/10.1016/j.scib.2019.04.023,,"LifeWatch Species Information Backbone, ""Marine Regions acknowledged""",,,,,Sea-level rise; Coastal zones; Small islands; Heterogeneity,Journal article,,,"Chinese Acad Sci, Ctr Excellence Tibetan Plateau Earth Sci, Beijing 100101, Peoples R China.",Peoples R China,Sea-level rise; Coastal zones; Small islands; Heterogeneity,,Multidisciplinary Sciences,Science & Technology - Other Topics,,,,,,
