UserID,created,in_aphia,in_lwdataservices,in_etn,email,surname,firstname,Institute,Country
###,1/8/2014,0,1,0,###,###,###,A.O. Kovalevsky Institute of Biology of the Southern Seas (IBSS),Ukraine
###,12/6/2010,1,0,0,###,###,###,Aarhus University - Department of Biology,Denmark
###,11/23/2021,0,1,0,###,###,###,Aarhus University - Department of Ecoscience,Denmark
###,12/3/2019,0,1,0,###,###,###,Aarhus University - Institut for Bioscience,Denmark
###,12/8/2006,1,0,0,###,###,###,Aberystwyth University ,United Kingdom
###,12/20/2015,0,1,0,###,###,###,"Academia Navala ""Mircea cel Batran"" Constanta / eng: ""Mircea cel Batran"" Naval Academy",Romania
###,7/25/2008,1,0,0,###,###,###,Academia Sinica,Taiwan
###,11/9/2018,0,1,0,###,###,###,Academia Sinica,Taiwan
###,3/12/2006,1,0,0,###,###,###,African primates The journal of the Africa Section of the IUCN/SSC Primate Specialist Group,Kenya
###,3/14/2017,1,0,0,###,###,###,Agharkar Research Institute,India
###,3/10/2010,1,0,0,###,###,###,Agnes Scott College,USA
###,7/26/2018,0,1,0,###,###,###,Agri-Food and Biosciences Institute,United Kingdom
###,1/29/2007,1,0,0,###,###,###,Alfred Wegener Institute for Polar and Marine Research (AWI),Germany
###,5/22/2008,1,0,0,###,###,###,Alfred Wegener Institute for Polar and Marine Research (AWI),Germany
###,12/4/2009,1,0,0,###,###,###,Alfred Wegener Institute for Polar and Marine Research (AWI),Germany
###,9/16/2016,1,0,0,###,###,###,Alfred Wegener Institute for Polar and Marine Research (AWI),Germany
###,8/8/2017,1,0,0,###,###,###,Alfred Wegener Institute for Polar and Marine Research (AWI),Germany
###,11/25/2019,1,0,0,###,###,###,Alfred Wegener Institute for Polar and Marine Research (AWI),Germany
###,1/4/2008,1,0,0,###,###,###,American Museum of Natural History,USA
###,7/17/2020,1,0,0,###,###,###,American Museum of Natural History,USA
###,11/26/2014,1,0,0,###,###,###,Antwerp University,Belgium
###,8/31/2021,1,0,0,###,###,###,Antwerp University,Belgium
###,7/21/2016,0,1,0,###,###,###,APEM Ltd,UK
###,10/5/2018,0,1,0,###,###,###,Aquabiosfera,Colombia
###,1/9/2006,1,0,0,###,###,###,Arctic University of Norway,Norway
###,3/31/2010,1,0,0,###,###,###,Arizona State University,USA
###,8/5/2011,1,0,0,###,###,###,Arizona State University,USA
###,2/15/2005,1,0,0,###,###,###,ARTOO Marine Biology Consultants,UK
###,10/24/2017,0,1,0,###,###,###,ASEAN Centre for Biodiversity ,Global
###,11/27/2017,0,1,0,###,###,###,ASEAN Centre for Biodiversity ,Global
###,3/26/2015,1,0,0,###,###,###,Asian Natural Environmental Science Center (ANESC),Japan
###,1/2/2007,1,0,0,###,###,###,Australian Antarctic Division (AAD),Australia
###,12/7/2009,1,0,0,###,###,###,Australian Antarctic Division (AAD),Australia
###,4/20/2018,0,1,0,###,###,###,Australian Government - Department of the Environment and Energy,Australia
###,5/23/2008,1,0,0,###,###,###,Australian Museum,Australia
###,9/21/2015,1,0,0,###,###,###,Australian Museum,Australia
###,1/27/2016,1,0,0,###,###,###,Australian Museum,Australia
###,2/5/2018,1,0,0,###,###,###,Australian Museum,Australia
###,10/27/2016,1,0,0,###,###,###,Australian National University,Australia
###,9/29/2021,0,1,0,###,###,###,Axiom Data Science,USA
###,4/8/2015,0,1,0,###,###,###,AZTI-Tecnalia,Spain
###,10/6/2016,0,1,0,###,###,###,Bangor University,UK
###,7/10/2018,0,1,0,###,###,###,Bangor University,UK
###,12/7/2018,0,1,0,###,###,###,BASF,Global
###,6/15/2018,0,1,0,###,###,###,Battelle,USA
###,7/26/2016,0,1,0,###,###,###,Belgian Biodiversity Platform (BBPf),Belgium
###,12/22/2021,0,1,0,###,###,###,Benthic Solutions Limited,United Kingdom
###,2/15/2005,1,0,0,###,###,###,Bermuda Natural History Museum,Bermuda
###,3/11/2016,0,1,0,###,###,###,Beyond Wild Imaging,Global
###,1/17/2018,0,1,0,###,###,###,BioConsult Schuchardt & Scholle GbR ,Germany
###,12/1/2020,0,1,0,###,###,###,Biologic Environmental,Australia
###,7/10/2017,0,0,1,###,###,###,Biology Centre CAS - Institute of Hydrobiology,Czech Republic
###,3/18/2019,0,0,1,###,###,###,Biology Centre CAS - Institute of Hydrobiology,Czech Republic
###,10/1/2012,1,0,0,###,###,###,Bishop Museum,Hawaii
###,10/5/2020,0,1,0,###,###,###,Black & Veatch,USA
###,9/23/2008,1,0,0,###,###,###,Blanes Center for Advanced Studies,Spain
###,1/5/2009,1,0,0,###,###,###,Blanes Center for Advanced Studies,Spain
###,3/25/2011,1,0,0,###,###,###,Blanes Center for Advanced Studies,Spain
###,2/5/2017,1,0,0,###,###,###,Bloom Association,France
###,5/12/2015,0,1,0,###,###,###,Blue Lobster Software Development & Graphic Design,UK
###,3/16/2017,0,1,0,###,###,###,Blue Water Metrics,USA
###,5/30/2018,0,1,0,###,###,###,Bombay Natural History Society,India
###,8/7/2018,0,1,0,###,###,###,Bombay Natural History Society,India
###,10/28/2019,1,0,0,###,###,###,Botanical Institute of Barcelona,Spain
###,10/28/2019,1,0,0,###,###,###,Botanical Institute of Barcelona,Spain
###,3/16/2020,0,0,1,###,###,###,Bournemouth University,UK
###,11/17/2020,0,0,1,###,###,###,Bournemouth University,UK
###,5/6/2021,0,0,1,###,###,###,Bournemouth University,UK
###,10/28/2019,1,0,0,###,###,###,Brazilian Agricultural Research Corporation (EMBRAPA),Brazil
###,1/17/2017,0,1,0,###,###,###,Brazilian Institute of Environment and Renewable Natural Resources (IBAMA),Brazil
###,1/2/2007,1,0,0,###,###,###,British Antarctic Survey (BAS),UK
###,5/21/2008,1,0,0,###,###,###,British Antarctic Survey (BAS),UK
###,10/2/2015,1,0,0,###,###,###,British Antarctic Survey (BAS),UK
###,9/16/2016,1,0,0,###,###,###,British Antarctic Survey (BAS),UK
###,9/16/2016,1,0,0,###,###,###,British Antarctic Survey (BAS),UK
###,11/27/2014,0,1,0,###,###,###,British Geological Survey (BGS),UK
###,7/6/2011,1,0,0,###,###,###,British Oceanographic Data Centre (BODC),UK
###,11/27/2017,0,1,0,###,###,###,British Oceanographic Data Centre (BODC),UK
###,5/6/2019,0,1,0,###,###,###,Bundesamt für Naturschutz / Federal Agency for Nature Conservation,Germany
###,12/9/2014,0,1,0,###,###,###,Bundesamt für Seeschifffahrt und Hydrographie,Germany
###,2/15/2005,1,0,0,###,###,###,California Academy of Sciences,USA
###,9/17/2007,1,0,0,###,###,###,California Academy of Sciences,USA
###,7/30/2012,1,0,0,###,###,###,California Academy of Sciences,USA
###,2/28/2020,0,1,0,###,###,###,California State University - Moss Landing Marine Laboratories,USA
###,6/18/2013,1,0,0,###,###,###,Canadian Museum of Nature,Canada
###,10/9/2007,1,0,0,###,###,###,Cardiff University - School of Computer Science and Informatics,UK
###,9/14/2021,0,0,1,###,###,###,Carleton University,Canada
###,4/21/2020,0,1,0,###,###,###,Cawthron Institute,New Zealand
###,7/7/2020,0,0,1,###,###,###,Cefas Technology Ltd,UK
###,1/22/2009,1,0,0,###,###,###,Centre d'Oceanologie de Marseille - Station marine d'Endoume,France
###,2/23/2016,0,1,0,###,###,###,Centre Européen de Recherche et d'Enseignement des Géosciences de l'Environnement,France
###,8/22/2008,1,0,0,###,###,###,Centre for Environment Fisheries and Aquaculture Science (Cefas),UK
###,10/2/2015,0,1,0,###,###,###,Centre for Environment Fisheries and Aquaculture Science (Cefas),UK
###,5/19/2016,0,1,0,###,###,###,Centre for Environment Fisheries and Aquaculture Science (Cefas),UK
###,1/14/2019,0,0,1,###,###,###,Centre for Environment Fisheries and Aquaculture Science (Cefas),UK
###,2/13/2019,0,0,1,###,###,###,Centre for Environment Fisheries and Aquaculture Science (Cefas),UK
###,6/4/2019,0,1,0,###,###,###,Centre for Environment Fisheries and Aquaculture Science (Cefas),UK
###,2/3/2020,0,0,1,###,###,###,Centre for Environment Fisheries and Aquaculture Science (Cefas),UK
###,6/15/2020,0,1,0,###,###,###,Centre for Environment Fisheries and Aquaculture Science (Cefas),UK
###,11/23/2015,0,1,0,###,###,###,Centro de Estudios Avanzados en Zonas Áridas (CEAZA),Chile
###,11/18/2014,0,1,0,###,###,###,Centro Euro-Mediterraneo sui Cambiamenti Climatici,Italy
###,9/11/2015,0,1,0,###,###,###,Centro Nacional Patagónico Centro Científico Tecnológico del Consejo Nacional de Investigaciones Científicas y Técnicas (CENPAT),Argentina
###,3/6/2017,0,1,0,###,###,###,Centro Nacional Patagónico Centro Científico Tecnológico del Consejo Nacional de Investigaciones Científicas y Técnicas (CENPAT),Argentina
###,10/2/2018,1,0,0,###,###,###,Centro Nacional Patagónico Centro Científico Tecnológico del Consejo Nacional de Investigaciones Científicas y Técnicas (CENPAT),Argentina
###,12/21/2007,1,0,0,###,###,###,CGIAR,France
###,10/18/2016,0,1,0,###,###,###,Charles Darwin Foundation,Ecuador
###,9/12/2019,1,0,0,###,###,###,Charles Darwin University,Australia
###,11/30/2012,1,0,0,###,###,###,Charles Sturt University,Australia
###,10/1/2012,1,0,0,###,###,###,Chungnam National University,South Korea
###,10/31/2013,0,1,0,###,###,###,City of Antwerp,Belgium
###,3/19/2014,0,1,0,###,###,###,Coastal Oceans Research and Development – Indian Ocean (CORDIO) East Africa,Kenya
###,12/3/2019,0,1,0,###,###,###,Columbia University,USA
###,12/23/2014,0,1,0,###,###,###,Columbia University - Lamont-Doherty Earth Observatory,USA
###,8/18/2016,0,1,0,###,###,###,Commonwealth Scientific and Industrial Research Organisation (CSIRO),Australia
###,10/6/2016,0,1,0,###,###,###,Commonwealth Scientific and Industrial Research Organisation (CSIRO),Australia
###,6/20/2018,0,1,0,###,###,###,Commonwealth Scientific and Industrial Research Organisation (CSIRO),Australia
###,8/22/2018,1,0,0,###,###,###,Commonwealth Scientific and Industrial Research Organisation (CSIRO),Australia
###,11/28/2018,1,1,0,###,###,###,Commonwealth Scientific and Industrial Research Organisation (CSIRO),Australia
###,8/4/2021,1,0,0,###,###,###,Commonwealth Scientific and Industrial Research Organisation (CSIRO),Australia
###,11/26/2015,0,1,0,###,###,###,Conservation of Arctic Flora and Fauna (CAFF),Iceland
###,2/20/2008,1,0,0,###,###,###,Consiglio Nazionale delle Ricerche ,Italy
###,3/2/2018,0,0,1,###,###,###,Consiglio Nazionale delle Ricerche ,Italy
###,3/7/2018,0,0,1,###,###,###,Consiglio Nazionale delle Ricerche ,Italy
###,11/19/2018,0,0,1,###,###,###,Consiglio Nazionale delle Ricerche ,Italy
###,12/18/2014,0,1,0,###,###,###,Consiglio Nazionale delle Ricerche - Istituto di Scienze Marine,Italy
###,4/14/2015,0,1,0,###,###,###,Consiglio Nazionale delle Ricerche - Istituto di Scienze Marine,Italy
###,8/13/2015,0,1,0,###,###,###,Consiglio Nazionale delle Ricerche - Istituto di Scienze Marine,Italy
###,9/14/2012,1,1,0,###,###,###,Council for Scientific and Industrial Research (CSIR),South Africa
###,5/22/2014,1,0,0,###,###,###,Council for Scientific and Industrial Research (CSIR),South Africa
###,11/23/2014,0,1,0,###,###,###,COWI group,Denmark
###,5/25/2018,0,1,0,###,###,###,Creocean,France
###,6/8/2018,0,1,0,###,###,###,Creocean,France
###,6/4/2020,0,1,0,###,###,###,CSIC - Institute of Marine Sciences (ICM),Spain
###,3/12/2018,0,0,1,###,###,###,Czech University of Life Sciences Prague - Faculty of Agrobiology Food and Natural Resources,Czech Republic
###,2/17/2014,0,1,1,###,###,###,Dalhousie University,Canada
###,1/9/2017,0,1,0,###,###,###,Dalhousie University,Canada
###,2/6/2017,0,1,0,###,###,###,Dalhousie University,Canada
###,2/23/2017,0,0,1,###,###,###,Dalhousie University,Canada
###,11/27/2017,0,1,0,###,###,###,Dalhousie University,Canada
###,10/22/2018,0,0,1,###,###,###,Dalhousie University,Canada
###,3/11/2020,1,0,0,###,###,###,Dalhousie University,Canada
###,5/2/2018,0,0,1,###,###,###,Danube Delta National Institute for R&D (DDNI),Romania
###,7/6/2020,0,0,1,###,###,###,De Rijke Noordzee,Netherlands
###,7/7/2020,0,0,1,###,###,###,De Rijke Noordzee,Netherlands
###,7/8/2020,0,0,1,###,###,###,De Rijke Noordzee,Netherlands
###,1/27/2017,1,0,0,###,###,###,Deakin University,Australia
###,1/22/2009,1,0,0,###,###,###,DEEPWAVE - Marine Protection Organization,Germany
###,2/1/2016,0,1,0,###,###,###,Defence Centre for Operational Oceanography (FCOO),Denmark
###,3/2/2016,0,1,0,###,###,###,Defence Centre for Operational Oceanography (FCOO),Denmark
###,5/7/2020,0,1,0,###,###,###,Deltares,Netherlands
###,1/25/2016,0,1,0,###,###,###,DEME Group,Belgium
###,3/12/2006,1,0,0,###,###,###,Departement Mobiliteit en Openbare Werken,Belgium
###,9/21/2015,1,0,0,###,###,###,Department of Agriculture and Food Western Australia,Australia
###,11/1/2020,0,1,0,###,###,###,Department of Agriculture Water and the Environment Australian Government,Australia
###,3/30/2009,1,0,0,###,###,###,Department of Education - Xunta de Galici,Spain
###,12/3/2014,1,0,0,###,###,###,Department of Marine Organism Taxonomy and Phylogeny Institute of Oceanology Chinese Academy of Sciences,China
###,5/22/2014,1,0,0,###,###,###,Department of Marine Sciences - University of the Aegean,Greece
###,6/19/2015,0,1,0,###,###,###,DHI,Global
###,9/24/2018,0,1,0,###,###,###,Directorate General of meteorology and air navigation,Oman
###,12/16/2016,0,1,0,###,###,###,DNV GL Group,Global
###,10/2/2018,0,1,0,###,###,###,Dorset Wildlife Trust,UK
###,7/30/2008,1,0,0,###,###,###,Drexel University,USA
###,3/14/2017,1,0,0,###,###,###,Drexel University,USA
###,5/28/2021,0,1,0,###,###,###,Drexel University,USA
###,1/30/2018,0,0,1,###,###,###,DTU Aqua,Denmark
###,2/16/2018,0,0,1,###,###,###,DTU Aqua,Denmark
###,2/23/2018,0,0,1,###,###,###,DTU Aqua,Denmark
###,4/26/2018,0,0,1,###,###,###,DTU Aqua,Denmark
###,4/29/2018,0,0,1,###,###,###,DTU Aqua,Denmark
###,7/3/2019,0,0,1,###,###,###,DTU Aqua,Denmark
###,5/6/2014,0,1,0,###,###,###,Duke University,USA
###,12/3/2014,1,0,0,###,###,###,East China Normal University,China
###,12/3/2014,1,0,0,###,###,###,East China Sea Fischeries Research Institute - Chinese Academy of Sciences,China
###,3/16/2018,0,0,1,###,###,###,Eberstaller zauner büros,Austria
###,3/23/2015,1,0,0,###,###,###,Eckerd College,USA
###,12/6/2012,1,0,0,###,###,###,EcoAnalysts Inc.,USA
###,2/15/2005,1,0,0,###,###,###,Ecological Consultancy Services Limited (EcoServe),Ireland
###,3/17/2016,0,1,0,###,###,###,ECOS Centro de Investigación,Chile
###,9/4/2017,0,1,0,###,###,###,EDP Renewables ,Global
###,4/26/2018,0,0,1,###,###,###,Ege University,Turkey
###,1/14/2009,1,0,0,###,###,###,El Colegio de la Frontera Sur (ECOSUR),Mexico
###,6/10/2010,1,0,0,###,###,###,El Colegio de la Frontera Sur (ECOSUR),Mexico
###,8/22/2018,0,1,0,###,###,###,Environment Agency,UK
###,3/1/2019,0,1,0,###,###,###,Environment Agency,UK
###,10/7/2019,0,0,1,###,###,###,Estonian University of Life Sciences,Estonia
###,5/16/2017,1,0,0,###,###,###,Eurofins Scientific,Luxembourg
###,3/31/2016,0,1,0,###,###,###,European Commission,Europe
###,3/31/2016,0,1,0,###,###,###,European Commission,Europe
###,4/26/2016,0,1,0,###,###,###,European Commission,Europe
###,12/3/2019,0,1,0,###,###,###,European Commission,Europe
###,11/30/2020,0,1,0,###,###,###,European Commission,Europe
###,7/2/2015,0,1,0,###,###,###,European Commission - Joint Research Centre,Europe
###,10/17/2015,0,1,0,###,###,###,European Commission - Joint Research Centre,Europe
###,1/12/2015,0,1,0,###,###,###,European Environment Agency,Europe
###,4/24/2009,0,1,0,###,###,###,European Marine Observation and Data Network (EMODnet),Europe
###,5/8/2017,0,1,0,###,###,###,European Marine Observation and Data Network (EMODnet),Europe
###,5/2/2019,0,1,0,###,###,###,European Marine Observation and Data Network (EMODnet),Europe
###,1/29/2019,0,1,0,###,###,###,Eusko Jaurlaritza-Basque Government - Department of Environment Territorial Planning and Housing,Basque country
###,7/24/2008,1,0,0,###,###,###,Evergreen State College,USA
###,6/5/2020,0,1,0,###,###,###,Exa Data & Mapping Services,USA
###,12/20/2018,0,1,0,###,###,###,ExxonMobil,USA
