BrefID	SortDate	BibLvlCode	StandardTitle	AbstractEnglish	Refstringauthors	WoScode
218419	2013	AS	"<i>Nebalia pseudotroncosoi</i> n. sp. (Malacostraca: Leptostraca), from South Korea, with a peculiar sexual dimorphism"	"A new crustacean, Nebalia pseudotroncosoi n. sp. (Malacostraca: Leptostraca) occurs along the southern coasts of Korea. The specimens were collected by light traps in harbors where the bottom consisted of fine sand with some algal mats. The new taxon is distinguished from all other known species of Nebalia by the following characteristics: a rectangular compound eye with two to three small distal lobes; an antennular flagellum that is clearly shorter than the peduncle, with up to 10 articles; the fourth article of the antennular peduncle has only two distal thick setae; the antennular scale is nearly oval with a length that is 1.8 times the width; the second article of the mandibular palp has three distally plumose setae; pleonites 3 to 7 have rounded denticles along their posterior dorsal margins; and the protopod of pleopod 4 lacks serration along the posterior margin. We discuss sexual dimorphism in the genus Nebalia and propose the necessity of describing male traits when reporting new species. We also provide partial sequences of the mitochondrial cytochrome c oxidase subunit 1 (CO1) gene from the new species that can be used as a molecular diagnostic characteristic."	"Song, J.-H.; Moreira, J.; Min, G.-S."	WOS:000320680900012
221936	2013	AS	Fewer creatures under the sea	"Previous estimates of there being well over 1 million marine species appear 'improbable', says a team of 120 taxonomists led by Ward Appeltans of UNESCO's Intergovernmental Oceanographic Commission (UNESCO-IOC). They have just published a study based on the World Register of Marine Species (WoRMS), a database hosted by the Flanders Marine Institute in Oostende (Belgium) which the team of taxonomists helped to launch. "	\N	\N
222812	2013	AMS	EurOBIS as biogeographic data system for the European Marine Observation and Data Network (EMODnet)	\N	"Claus, S.; Vandepitte, L.; Waumans, F.; Vanhoorne, B.; Hernandez, F."	\N
222830	2013	AMS	The Flemish contributions to LifeWatch	\N	"Dekeyzer, S.; Deneudt, K.; Vandepitte, L.; Goffin, A.; Claus, S.; Hernandez, F."	\N
224272	2013	AS	Synthesis of knowledge on marine biodiversity in European seas: from census to sustainable management	"The recently completed European Census of Marine Life, conducted within the framework of the global Census of Marine Life programme (2000–2010), markedly enhanced our understanding of marine biodiversity in European Seas, its importance within ecological systems, and the implications for human use. Here we undertake a synthesis of present knowledge of biodiversity in European Seas and identify remaining challenges that prevent sustainable management of marine biodiversity in one of the most exploited continents of the globe. Our analysis demonstrates that changes in faunal standing stock with depth depends on the size of the fauna, with macrofaunal abundance only declining with increasing water depth below 1000 m, whilst there was no obvious decrease in meiofauna with increasing depth. Species richness was highly variable for both deep water macro- and meio- fauna along latitudinal and longitudinal gradients. Nematode biodiversity decreased from the Atlantic into the Mediterranean whilst latitudinal related biodiversity patterns were similar for both faunal groups investigated, suggesting that the same environmental drivers were influencing the fauna. While climate change and habitat degradation are the most frequently implicated stressors affecting biodiversity throughout European Seas, quantitative understanding, both at individual and cumulative/synergistic level, of their influences are often lacking. Full identification and quantification of species, in even a single marine habitat, remains a distant goal, as we lack integrated data-sets to quantify these. While the importance of safeguarding marine biodiversity is recognised by policy makers, the lack of advanced understanding of species diversity and of a full survey of any single habitat raises huge challenges in quantifying change, and facilitating/prioritising habitat/ecosystem protection. Our study highlights a pressing requirement for more complete biodiversity surveys to be undertaken within contrasting habitats, together with investigations in biodiversity-ecosystem functioning links and identification of separate and synergistic/cumulative human-induced impacts on biodiversity."	"Narayanaswamy, B.E.; Coll, M.; Danovaro, R.; Davidson, K.; Ojaveer, H.; Renaud, P.E."	WOS:000316411600015
226874	2013	MS	Navigating the Future IV	\N	European Marine Board	\N
228662	2013	AM	"General introduction, objectives, outline of the thesis"	\N	"Lescrauwaet, A.-K."	\N
229012	2013	AMS	Connecting biodiversity data during the IPY: The path towards e-polar science	"The International Polar Year (IPY) was a unprecedented effort in polar research committing thousands of participants from many nations (Carlson 2010), with a common objective: to describe and understand complex systems using multiple approaches, in an integrated fashion. IPY scientists have collected enormous amounts of data in many formats, ranging from multimedia, hourly to millennial time series, isotope ratios and fractions, energy and material fluxes, species identification and distribution patterns, disease types and rates, genetic sequences, samples identifiers, singular events and gradual processes, to sociological studies (Carlson 2011)."	"Danis, B.; Van de Putte, A.; Renaudier, S.; Griffiths, H."	\N
229319	2013	AMS	"Marine biogeographic data in EurOBIS: assessing their quality, completeness and fitness for use"	\N	"Vandepitte, L.; Waumans, F.; Tyberghein, L.; Vanhoorne, B.; Hernandez, F."	\N
229437	2013	AS	Fine-scale catch data reveal clusters of large predators in the pelagic realm	"The management and conservation of large pelagic fish commonly rely on fisheries data and thus crucially depend on our understanding of the fish response to the fishing gear. Stock assessment of both tropical and temperate tuna strongly leans on the catch statistics derived from pelagic longline ?sheries. However, the role of the spatial distribution of catches of tuna and bycatch species over the gear, that can affect the estimated tuna abundance, is still neglected. In this study, we analyzed data obtained from 147 instrumented pelagic longline sets equipped with hook timers and temperature depth recorders to characterize the distribution of hooking contacts and success at a fine temporal and spatial scale. Scientific surveys were carried out in the Central-South Pacific Ocean (French Polynesia), targeting tropical (Thunnus albacares, T. obesus) and temperate (T. alalunga) tuna. Data analysis based on spatial point processes and stochastic modeling demonstrate the presence of spatio-temporal clusters for both hooking contacts and hooking success. The comparative analysis of the observed spatio-temporal patterns for different oceanographic zones revealed the persistent structure of the clusters, suggesting that they are neither related to local environmental conditions nor to the spatial distribution of preys. "	"Capello, M.; Bach, P.; Romanov, E."	WOS:000328273100012
230436	2013	AS	"Emanuel Mendes da Costa's <i>Conchology, or natural history of shells</i>, a non-binominal work"	A discussion of  names improperly attributed to  this rare book.	"Petit, R.E."	\N
238170	2013	AS	A bioturbation classification of European marine infaunal invertebrates	"Bioturbation, the biogenic modification of sediments through particle reworking and burrow ventilation, is a key mediator of many important geochemical processes in marine systems. In situ quantification of bioturbation can be achieved in a myriad of ways, requiring expert knowledge, technology, and resources not always available, and not feasible in some settings. Where dedicated research programmes do not exist, a practical alternative is the adoption of a trait-based approach to estimate community bioturbation potential (BP<sub>c</sub>). This index can be calculated from inventories of species, abundance and biomass data (routinely available for many systems), and a functional classification of organism traits associated with sediment mixing (less available). Presently, however, there is no agreed standard categorization for the reworking mode and mobility of benthic species. Based on information from the literature and expert opinion, we provide a functional classification for 1033 benthic invertebrate species from the northwest European continental shelf, as a tool to enable the standardized calculation of BP<sub>c</sub> in the region. Future uses of this classification table will increase the comparability and utility of large-scale assessments of ecosystem processes and functioning influenced by bioturbation (e.g., to support legislation). The key strengths, assumptions, and limitations of BP<sub>c</sub> as a metric are critically reviewed, offering guidelines for its calculation and application."	"Queiros, A.M.; Birchenough, S.N.R.; Bremner, J.; Godbold, J.A.; Parker, R.E.; Romero-Ramirez, A.; Reiss, H.; Solan, M.; Somerfield, P.J.; Van Colen, C.; Van Hoey, G.; Widdicombe, S."	WOS:000325486000025
